project_id,building_type,city,state,built_up_area_sqft,num_floors,project_start_date,estimated_duration_months,total_civil_cost_inr,total_electrical_cost_inr,total_plumbing_cost_inr,total_project_cost_inr,cost_per_sqft_inr
PRJ0529,Industrial - Heavy Manufacturing,Nagpur,Maharashtra,270722.0,10,2024-05-26,11.0,1233604814.83,40817618.65,10747987.04,1285170420.52,4747.2
PRJ0530,Commercial - Office Building,Surat,Gujarat,112231.0,5,2022-08-19,8.0,538936201.64,17130579.23,1001224.52,557068005.39,4963.58
PRJ0531,Commercial - Hotel,Bengaluru,Karnataka,162316.0,11,2024-12-09,9.0,1208844507.62,21259531.36,17980932.13,1248084971.11,7689.23
PRJ0532,Residential - Independent House,Lucknow,Uttar Pradesh,2347.0,7,2021-09-29,19.0,6942340.61,1357285.46,152813.61,8452439.68,3601.38
PRJ0533,Residential - Independent House,Surat,Gujarat,1195.0,1,2025-01-25,12.0,6679360.47,1195728.23,223595.4,8098684.1,6777.14
PRJ0534,Industrial - Heavy Manufacturing,Mumbai,Maharashtra,256154.0,7,2024-07-09,8.0,1081183797.77,46187049.75,34501389.95,1161872237.47,4535.83
PRJ0535,Industrial - Light Manufacturing,Indore,Madhya Pradesh,63806.0,9,2022-06-13,9.0,253276726.33,10918598.75,8090208.95,272285534.03,4267.4
PRJ0536,Commercial - Office Building,Nashik,Maharashtra,46231.0,5,2021-04-09,6.0,252309464.66,5580519.99,6241876.2,264131860.85,5713.31
PRJ0537,Commercial - Hotel,Delhi,Delhi,232779.0,11,2022-01-28,18.0,1210999419.55,47406275.55,13367755.9,1271773451.0,5463.44
PRJ0538,Residential - Apartment Complex,Nagpur,Maharashtra,58986.0,3,2025-04-28,16.0,216331080.83,13314848.23,3234212.72,232880141.78,3948.06
PRJ0539,Residential - Apartment Complex,Ahmedabad,Gujarat,32891.0,1,2024-12-24,12.0,91949172.09,3176722.57,3177475.68,98303370.34,2988.76
PRJ0540,Commercial - Retail / Mall,Coimbatore,Tamil Nadu,214509.0,1,2025-03-07,3.0,1099824338.99,38703160.85,28171585.35,1166699085.19,5438.93
PRJ0541,Industrial - Light Manufacturing,Nagpur,Maharashtra,79590.0,5,2022-02-26,14.0,350697606.05,9576491.91,3531696.63,363805794.59,4571.0
PRJ0542,Commercial - Hotel,Chennai,Tamil Nadu,163617.0,1,2021-03-11,4.0,698494592.96,28838059.22,17221400.14,744554052.32,4550.59
PRJ0543,Industrial - Heavy Manufacturing,Coimbatore,Tamil Nadu,317289.0,3,2024-10-14,3.0,1282737551.51,61702822.67,13499733.62,1357940107.8,4279.82
PRJ0544,Industrial - Light Manufacturing,Ahmedabad,Gujarat,91425.0,4,2023-04-10,12.0,374052762.71,7868684.66,8807665.84,390729113.21,4273.77
PRJ0545,Industrial - Heavy Manufacturing,Delhi,Delhi,360029.0,9,2021-06-25,17.0,1121790457.16,79053581.38,24764973.43,1225609011.97,3404.2
PRJ0546,Residential - Independent House,Kolkata,West Bengal,1983.0,7,2021-08-07,16.0,7136734.74,1091140.0,298327.6,8526202.34,4299.65
PRJ0547,Commercial - Office Building,Pune,Maharashtra,83209.0,1,2021-10-20,19.0,605712150.55,8519456.68,8163920.28,622395527.51,7479.91
PRJ0548,Industrial - Light Manufacturing,Surat,Gujarat,109758.0,7,2025-01-16,12.0,479726264.38,19851350.32,8172434.79,507750049.49,4626.09
PRJ0549,Residential - Independent House,Kolkata,West Bengal,814.0,4,2021-12-24,16.0,4393353.14,1805769.9,148394.61,6347517.65,7797.93
PRJ0550,Commercial - Office Building,Surat,Gujarat,43982.0,8,2021-05-29,13.0,233425818.49,9522660.29,4542668.96,247491147.74,5627.1
PRJ0551,Commercial - Hotel,Nashik,Maharashtra,103699.0,7,2022-03-02,13.0,344312216.97,9326841.43,9024358.93,362663417.33,3497.27
PRJ0552,Commercial - Hotel,Hyderabad,Telangana,16346.0,1,2022-03-22,13.0,102419233.29,4406632.79,2017251.34,108843117.42,6658.7
PRJ0553,Industrial - Heavy Manufacturing,Lucknow,Uttar Pradesh,332303.0,4,2023-12-29,15.0,1661501539.04,42109782.62,20267612.78,1723878934.44,5187.67
PRJ0554,Industrial - Light Manufacturing,Hyderabad,Telangana,70436.0,9,2022-02-10,4.0,390967843.5,11829362.15,10948091.39,413745297.04,5874.06
PRJ0555,Residential - Independent House,Bengaluru,Karnataka,1414.0,1,2022-09-01,16.0,10246416.04,2422537.42,150666.04,12819619.5,9066.21
PRJ0556,Residential - Independent House,Nashik,Maharashtra,1022.0,12,2025-12-06,15.0,4824382.5,1670314.34,171860.41,6666557.25,6523.05
PRJ0557,Residential - Independent House,Kolkata,West Bengal,1264.0,10,2024-09-18,13.0,7385601.58,1932707.33,173341.16,9491650.07,7509.22
PRJ0558,Residential - Independent House,Kolkata,West Bengal,3363.0,3,2025-05-16,14.0,23213940.15,2244253.38,175727.38,25633920.91,7622.34
PRJ0559,Commercial - Office Building,Pune,Maharashtra,147385.0,8,2025-09-09,7.0,755928511.49,20137278.22,10555634.46,786621424.17,5337.19
PRJ0560,Industrial - Heavy Manufacturing,Nagpur,Maharashtra,318369.0,6,2024-06-04,8.0,1622591756.12,31731524.59,27387538.38,1681710819.09,5282.27
PRJ0561,Industrial - Warehouse,Surat,Gujarat,48871.0,7,2021-12-29,15.0,293080507.38,8558563.23,2257303.07,303896373.68,6218.34
PRJ0562,Commercial - Office Building,Surat,Gujarat,151668.0,4,2025-07-01,22.0,907522155.27,6458926.96,8392197.96,922373280.19,6081.53
PRJ0563,Industrial - Light Manufacturing,Pune,Maharashtra,147720.0,1,2022-07-11,24.0,1159871415.13,30371417.57,15158698.55,1205401531.25,8160.04
PRJ0564,Industrial - Heavy Manufacturing,Jaipur,Rajasthan,316382.0,2,2023-08-23,3.0,1202663132.89,53869307.69,34581270.23,1291113710.81,4080.87
PRJ0565,Commercial - Retail / Mall,Surat,Gujarat,110839.0,11,2023-02-25,3.0,447594457.9,17815899.54,5922453.22,471332810.66,4252.41
PRJ0566,Commercial - Hospital,Indore,Madhya Pradesh,104466.0,7,2022-05-01,13.0,438034306.94,21692515.63,7591582.3,467318404.87,4473.4
PRJ0567,Commercial - Hotel,Hyderabad,Telangana,57027.0,1,2024-02-20,11.0,134925293.33,7790191.71,2428674.94,145144159.98,2545.18
PRJ0568,Commercial - Retail / Mall,Jaipur,Rajasthan,168665.0,11,2023-11-03,19.0,1065608669.01,29375857.44,1941520.67,1096926047.12,6503.58
PRJ0569,Commercial - Hotel,Indore,Madhya Pradesh,104855.0,5,2023-03-24,3.0,321540595.45,13363123.69,5689785.65,340593504.79,3248.23
PRJ0570,Commercial - Retail / Mall,Pune,Maharashtra,281445.0,12,2023-03-01,16.0,1293732476.58,42264078.32,32179635.5,1368176190.4,4861.26
PRJ0571,Commercial - Retail / Mall,Mumbai,Maharashtra,357704.0,6,2025-01-19,22.0,1092106171.89,69260799.2,40899173.91,1202266145.0,3361.06
PRJ0572,Commercial - Hotel,Delhi,Delhi,21910.0,1,2025-01-11,3.0,90368003.18,4483818.83,1151832.53,96003654.54,4381.73
PRJ0573,Commercial - Hospital,Chennai,Tamil Nadu,19960.0,2,2024-02-15,18.0,82920336.1,3173515.78,1073074.48,87166926.36,4367.08
PRJ0574,Commercial - Retail / Mall,Indore,Madhya Pradesh,224187.0,2,2021-08-03,16.0,906125067.53,26208960.84,24585143.61,956919171.98,4268.4
PRJ0575,Residential - Independent House,Hyderabad,Telangana,2600.0,7,2021-03-10,13.0,16970306.23,436684.54,63674.69,17470665.46,6719.49
PRJ0576,Residential - Independent House,Ahmedabad,Gujarat,2338.0,9,2022-05-08,8.0,9671561.51,1780358.69,222980.52,11674900.72,4993.54
PRJ0577,Residential - Apartment Complex,Delhi,Delhi,35367.0,11,2023-12-09,25.0,253486369.81,8948411.36,2003746.49,264438527.66,7476.98
PRJ0578,Commercial - Retail / Mall,Kolkata,West Bengal,353304.0,11,2022-05-01,10.0,915797642.54,60880609.9,27392648.72,1004070901.16,2841.95
PRJ0579,Industrial - Light Manufacturing,Ahmedabad,Gujarat,35778.0,3,2025-07-30,15.0,218821906.33,3070311.54,3754505.99,225646723.86,6306.86
PRJ0580,Residential - Apartment Complex,Coimbatore,Tamil Nadu,96932.0,6,2022-04-07,10.0,538043379.73,15060343.4,11252104.87,564355828.0,5822.18
PRJ0581,Residential - Apartment Complex,Surat,Gujarat,109524.0,2,2022-11-01,17.0,665404745.09,18074437.14,7355088.85,690834271.08,6307.61
PRJ0582,Residential - Independent House,Pune,Maharashtra,3183.0,7,2021-09-20,12.0,16637825.06,1986189.55,441604.19,19065618.8,5989.83
PRJ0583,Residential - Independent House,Delhi,Delhi,1634.0,5,2023-05-31,29.0,5835742.37,1072937.8,108541.84,7017222.01,4294.51
PRJ0584,Commercial - Hotel,Lucknow,Uttar Pradesh,124599.0,8,2025-11-19,18.0,680926195.99,13496002.2,6069259.53,700491457.72,5621.97
PRJ0585,Industrial - Light Manufacturing,Indore,Madhya Pradesh,105801.0,10,2023-03-16,11.0,579416583.67,20623848.11,1770312.64,601810744.42,5688.14
PRJ0586,Commercial - Hotel,Surat,Gujarat,247156.0,4,2024-06-10,10.0,790869687.59,34246975.64,14213763.99,839330427.22,3395.95
PRJ0587,Industrial - Heavy Manufacturing,Indore,Madhya Pradesh,64636.0,7,2023-07-08,20.0,274743699.72,7993044.18,8223209.78,290959953.68,4501.52
PRJ0588,Commercial - Hospital,Pune,Maharashtra,248134.0,10,2025-04-20,19.0,892259837.65,41340424.4,24368089.81,957968351.86,3860.69
PRJ0589,Commercial - Office Building,Ahmedabad,Gujarat,140695.0,1,2024-06-29,7.0,820094687.34,28817110.09,7749752.39,856661549.82,6088.78
PRJ0590,Commercial - Office Building,Kolkata,West Bengal,10113.0,6,2021-08-01,6.0,47332992.84,3209995.79,135508.66,50678497.29,5011.22
PRJ0591,Commercial - Hotel,Lucknow,Uttar Pradesh,86365.0,1,2021-07-28,12.0,345029993.56,11664519.72,666238.26,357360751.54,4137.8
PRJ0592,Industrial - Heavy Manufacturing,Mumbai,Maharashtra,139985.0,1,2025-08-23,6.0,1128548598.48,20887051.18,20024339.38,1169459989.04,8354.18
PRJ0593,Industrial - Light Manufacturing,Hyderabad,Telangana,46072.0,11,2022-06-02,11.0,177495305.57,7251993.45,529467.5,185276766.52,4021.46
PRJ0594,Commercial - Retail / Mall,Surat,Gujarat,421844.0,2,2022-10-15,19.0,2200765008.46,54166785.09,7886221.42,2262818014.97,5364.11
PRJ0595,Commercial - Retail / Mall,Pune,Maharashtra,376840.0,6,2021-11-20,11.0,1821750911.64,64927952.06,49177548.22,1935856411.92,5137.08
PRJ0596,Residential - Apartment Complex,Indore,Madhya Pradesh,90777.0,8,2023-10-06,15.0,341803680.82,12029183.71,4137777.43,357970641.96,3943.41
PRJ0597,Residential - Independent House,Chennai,Tamil Nadu,3026.0,12,2022-10-01,20.0,15362646.48,2378388.98,390946.8,18131982.26,5992.06
PRJ0598,Industrial - Heavy Manufacturing,Coimbatore,Tamil Nadu,82524.0,7,2021-04-25,25.0,464122088.82,11161075.29,12434048.91,487717213.02,5910.0
PRJ0599,Industrial - Heavy Manufacturing,Coimbatore,Tamil Nadu,397886.0,1,2023-05-24,11.0,2075110059.29,70656753.94,20524790.8,2166291604.03,5444.5
PRJ0600,Commercial - Hospital,Surat,Gujarat,259997.0,1,2025-02-11,24.0,1480158755.55,24285346.82,2912807.33,1507356909.7,5797.59
PRJ0601,Industrial - Warehouse,Jaipur,Rajasthan,260238.0,5,2024-07-13,18.0,1233219610.09,42539966.05,1103260.49,1276862836.63,4906.52
PRJ0602,Industrial - Heavy Manufacturing,Lucknow,Uttar Pradesh,128936.0,10,2024-03-07,19.0,750784416.67,15644838.68,5315825.85,771745081.2,5985.49
PRJ0603,Commercial - Hotel,Jaipur,Rajasthan,175190.0,7,2022-04-28,18.0,716511792.78,28120584.94,16603637.16,761236014.88,4345.2
PRJ0604,Industrial - Light Manufacturing,Indore,Madhya Pradesh,115428.0,1,2021-10-27,16.0,613649510.94,20350342.66,12832676.12,646832529.72,5603.77
PRJ0605,Industrial - Light Manufacturing,Delhi,Delhi,25198.0,7,2024-01-12,30.0,134486235.97,3214625.7,1372147.12,139073008.79,5519.21
PRJ0606,Commercial - Hospital,Delhi,Delhi,276241.0,4,2024-12-06,11.0,1450864100.26,51219341.05,33870354.98,1535953796.29,5560.19
PRJ0607,Commercial - Hospital,Chennai,Tamil Nadu,57841.0,5,2023-09-28,18.0,327636023.85,10194467.36,5735617.38,343566108.59,5939.84
PRJ0608,Industrial - Warehouse,Bengaluru,Karnataka,267420.0,1,2023-03-28,9.0,2052795511.34,33471891.78,17928334.39,2104195737.51,7868.51
PRJ0609,Commercial - Hotel,Nagpur,Maharashtra,165531.0,4,2021-01-15,9.0,852873123.11,24845804.72,6805690.86,884524618.69,5343.56
PRJ0610,Commercial - Hospital,Kolkata,West Bengal,54320.0,1,2025-07-11,13.0,344466474.51,10797369.81,2114200.12,357378044.44,6579.12
PRJ0611,Commercial - Hospital,Pune,Maharashtra,64525.0,4,2023-03-24,14.0,267175661.6,14660994.85,1153148.81,282989805.26,4385.74
PRJ0612,Commercial - Hospital,Surat,Gujarat,275919.0,4,2021-09-25,14.0,1341749440.03,34314492.12,24756784.84,1400820716.99,5076.93
PRJ0613,Commercial - Retail / Mall,Hyderabad,Telangana,497794.0,4,2022-09-22,3.0,3838357377.27,60342942.16,55929252.55,3954629571.98,7944.31
PRJ0614,Commercial - Retail / Mall,Pune,Maharashtra,455848.0,9,2021-02-12,20.0,3222192262.25,44783586.14,41214234.26,3308190082.65,7257.22
PRJ0615,Residential - Apartment Complex,Coimbatore,Tamil Nadu,52661.0,4,2025-10-25,15.0,353923240.25,4851264.12,3346050.54,362120554.91,6876.45
PRJ0616,Industrial - Warehouse,Ahmedabad,Gujarat,56174.0,4,2024-08-20,12.0,384092189.67,8072102.74,3706336.34,395870628.75,7047.22
PRJ0617,Industrial - Warehouse,Chennai,Tamil Nadu,63897.0,3,2021-06-19,12.0,485017573.36,12366090.43,3324591.31,500708255.1,7836.18
PRJ0618,Industrial - Heavy Manufacturing,Surat,Gujarat,149530.0,5,2022-09-12,24.0,695791086.99,25972442.23,12387932.08,734151461.3,4909.73
PRJ0619,Industrial - Heavy Manufacturing,Surat,Gujarat,367575.0,9,2024-09-05,11.0,1725324158.84,45615732.36,30074386.31,1801014277.51,4899.72
PRJ0620,Commercial - Retail / Mall,Hyderabad,Telangana,69378.0,4,2024-06-13,19.0,251085888.26,12441404.26,9433286.84,272960579.36,3934.4
PRJ0621,Commercial - Office Building,Jaipur,Rajasthan,149388.0,13,2025-01-06,10.0,844601743.91,23997564.05,14392365.34,882991673.3,5910.73
PRJ0622,Commercial - Hotel,Nagpur,Maharashtra,13445.0,5,2022-06-19,14.0,54664161.52,3624655.49,825135.46,59113952.47,4396.72
PRJ0623,Commercial - Hospital,Nashik,Maharashtra,154408.0,4,2023-12-01,12.0,442471362.57,19543470.82,11643990.38,473658823.77,3067.58
PRJ0624,Residential - Apartment Complex,Ahmedabad,Gujarat,96289.0,2,2025-09-08,3.0,557479629.7,13443476.06,5309220.8,576232326.56,5984.4
PRJ0625,Industrial - Light Manufacturing,Kolkata,West Bengal,17648.0,9,2023-10-15,12.0,118120819.71,4125265.15,787519.11,123033603.97,6971.53
PRJ0626,Industrial - Heavy Manufacturing,Kolkata,West Bengal,380131.0,1,2022-03-31,14.0,2148803555.23,52859162.26,40437087.01,2242099804.5,5898.23
PRJ0627,Residential - Independent House,Lucknow,Uttar Pradesh,2629.0,2,2022-04-25,8.0,15308484.72,1516961.77,245265.76,17070712.25,6493.23
PRJ0628,Commercial - Hotel,Indore,Madhya Pradesh,207185.0,1,2022-10-25,17.0,957638802.11,11895048.61,18370175.48,987904026.2,4768.22
PRJ0629,Commercial - Hospital,Pune,Maharashtra,121426.0,1,2022-01-18,25.0,753054587.6,13559515.68,6774812.39,773388915.67,6369.22
PRJ0630,Industrial - Warehouse,Indore,Madhya Pradesh,231482.0,3,2023-03-22,12.0,1011225159.52,34781204.52,23959360.84,1069965724.88,4622.24
PRJ0631,Industrial - Light Manufacturing,Nashik,Maharashtra,123850.0,7,2024-03-03,6.0,486429618.72,24383301.37,8702105.41,519515025.5,4194.71
PRJ0632,Commercial - Office Building,Kolkata,West Bengal,167052.0,2,2024-05-17,13.0,873380702.74,17993793.15,18398223.66,909772719.55,5446.05
PRJ0633,Commercial - Office Building,Hyderabad,Telangana,78245.0,2,2021-02-13,10.0,509065032.74,12105311.34,4746130.43,525916474.51,6721.41
PRJ0634,Commercial - Hotel,Bengaluru,Karnataka,210290.0,3,2025-10-13,21.0,1320943740.32,47294486.68,19974562.89,1388212789.89,6601.42
PRJ0635,Commercial - Office Building,Surat,Gujarat,139064.0,8,2025-07-26,9.0,512277095.77,5833697.49,15254905.71,533365698.97,3835.4
PRJ0636,Industrial - Heavy Manufacturing,Bengaluru,Karnataka,49631.0,1,2022-05-22,24.0,351297601.12,10483795.86,4960596.65,366741993.63,7389.37
PRJ0637,Industrial - Heavy Manufacturing,Bengaluru,Karnataka,362925.0,7,2025-01-25,5.0,1908875692.89,67993841.95,35523204.12,2012392738.96,5544.93
PRJ0638,Residential - Apartment Complex,Kolkata,West Bengal,116257.0,9,2021-06-24,18.0,434588775.93,20746141.14,7015823.45,462350740.52,3976.97
PRJ0639,Commercial - Hotel,Delhi,Delhi,87954.0,3,2021-05-07,18.0,232239133.0,9879886.49,10607180.44,252726199.93,2873.39
PRJ0640,Industrial - Warehouse,Delhi,Delhi,181326.0,5,2021-09-24,22.0,1021979854.76,30925740.92,10164783.96,1063070379.64,5862.76
PRJ0641,Residential - Independent House,Bengaluru,Karnataka,1777.0,1,2021-03-14,16.0,8378461.91,957846.77,251373.9,9587682.58,5395.43
PRJ0642,Commercial - Hospital,Jaipur,Rajasthan,185677.0,8,2021-10-06,5.0,346565785.67,18446749.17,20506562.81,385519097.65,2076.29
PRJ0643,Residential - Apartment Complex,Delhi,Delhi,99832.0,5,2024-08-14,20.0,708537883.11,21939334.69,10002732.65,740479950.45,7417.26
PRJ0644,Commercial - Office Building,Pune,Maharashtra,84180.0,4,2024-05-18,14.0,537783532.25,11779922.24,4359189.7,553922644.19,6580.22
PRJ0645,Residential - Independent House,Indore,Madhya Pradesh,3043.0,9,2025-02-12,17.0,17593348.9,1600619.05,398343.24,19592311.19,6438.49
PRJ0646,Commercial - Office Building,Mumbai,Maharashtra,169004.0,1,2023-06-11,16.0,901635158.15,36841165.74,20982649.26,959458973.15,5677.14
PRJ0647,Industrial - Heavy Manufacturing,Hyderabad,Telangana,316026.0,5,2025-06-05,16.0,2253815205.43,43597114.47,48385253.33,2345797573.23,7422.8
PRJ0648,Commercial - Hotel,Surat,Gujarat,28625.0,1,2024-08-03,26.0,129934275.83,5418722.52,2587592.74,137940591.09,4818.89
PRJ0649,Industrial - Warehouse,Kolkata,West Bengal,186037.0,1,2023-03-10,10.0,893630953.11,21153332.31,19877025.07,934661310.49,5024.06
PRJ0650,Commercial - Office Building,Nashik,Maharashtra,165225.0,11,2023-02-10,15.0,980959444.86,14337853.67,3196180.78,998493479.31,6043.23
PRJ0651,Residential - Independent House,Surat,Gujarat,2831.0,11,2024-08-25,,12190859.79,1611074.34,340054.81,14141988.94,4995.4
PRJ0652,Commercial - Hotel,Coimbatore,Tamil Nadu,199642.0,9,2025-10-15,17.0,945789408.61,22230017.17,24060143.23,992079569.01,4969.29
PRJ0653,Commercial - Retail / Mall,Nagpur,Maharashtra,133144.0,1,2022-10-29,3.0,824711248.38,11270697.41,15157164.93,851139110.72,6392.62
PRJ0654,Residential - Independent House,Pune,Maharashtra,3293.0,15,2025-05-15,22.0,15498469.59,1889936.16,530283.21,17918688.96,5441.45
PRJ0655,Residential - Apartment Complex,Indore,Madhya Pradesh,106705.0,1,2021-07-01,12.0,521474187.57,7287387.29,7486239.21,536247814.07,5025.52
PRJ0656,Industrial - Heavy Manufacturing,Mumbai,Maharashtra,145025.0,5,2022-05-10,10.0,658978992.08,11370160.14,17638302.16,687987454.38,4743.92
PRJ0657,Commercial - Hotel,Bengaluru,Karnataka,165797.0,6,2024-04-01,17.0,899658219.2,33586665.33,9783446.48,943028331.01,5687.85
PRJ0658,Commercial - Retail / Mall,Hyderabad,Telangana,128287.0,5,2021-04-24,12.0,648242913.63,24510041.55,13109301.72,685862256.9,5346.31
PRJ0659,Commercial - Hospital,Pune,Maharashtra,289272.0,4,2025-10-19,19.0,1430517131.58,49844839.7,18589145.11,1498951116.39,5181.81
PRJ0660,Industrial - Heavy Manufacturing,Bengaluru,Karnataka,48740.0,1,2023-09-29,6.0,294241396.31,10134742.74,4975749.65,309351888.7,6346.98
PRJ0661,Industrial - Light Manufacturing,Lucknow,Uttar Pradesh,74303.0,5,2025-06-28,13.0,326031942.27,10196783.31,2647848.32,338876573.9,4560.74
PRJ0662,Commercial - Hotel,Bengaluru,Karnataka,42274.0,6,2023-07-15,19.0,245510868.76,4501251.87,2779532.12,252791652.75,5979.84
PRJ0663,Residential - Apartment Complex,Delhi,Delhi,82837.0,4,2023-12-29,21.0,382096036.18,20246970.39,3449740.58,405792747.15,4898.69
PRJ0664,Commercial - Retail / Mall,Delhi,Delhi,279731.0,1,2022-05-22,7.0,1486181627.87,36202740.49,22769937.67,1545154306.03,5523.71
PRJ0665,Industrial - Light Manufacturing,Chennai,Tamil Nadu,45399.0,4,2022-08-21,3.0,260908606.44,5790522.2,5885915.09,272585043.73,6004.21
PRJ0666,Residential - Independent House,Pune,Maharashtra,1684.0,5,2023-02-24,19.0,11077559.74,2131306.94,151309.32,13360176.0,7933.6
PRJ0667,Commercial - Hotel,Delhi,Delhi,249266.0,10,2023-05-30,14.0,1694569600.24,51985769.04,4967990.5,1751523359.78,7026.72
PRJ0668,Commercial - Hotel,Kolkata,West Bengal,244504.0,8,2025-11-03,7.0,1261974660.23,25658440.7,27154601.64,1314787702.57,5377.37
PRJ0669,Commercial - Retail / Mall,Bengaluru,Karnataka,423446.0,1,2021-02-04,17.0,2962405530.58,82575356.41,20119109.23,3065099996.22,7238.47
PRJ0670,Commercial - Retail / Mall,Pune,Maharashtra,47661.0,7,2023-11-25,17.0,235690434.3,12762985.83,5992128.34,254445548.47,5338.65
PRJ0671,Industrial - Heavy Manufacturing,Pune,Maharashtra,140550.0,3,2021-07-25,14.0,431663643.2,21578701.41,10632807.35,463875151.96,3300.43
PRJ0672,Commercial - Office Building,Pune,Maharashtra,124711.0,3,2021-01-04,12.0,697765089.32,19033480.75,15846932.56,732645502.63,5874.75
PRJ0673,Residential - Independent House,Nagpur,Maharashtra,2275.0,3,2024-07-10,14.0,12439916.08,2162280.27,278026.62,14880222.97,6540.76
PRJ0674,Commercial - Office Building,Surat,Gujarat,26856.0,1,2025-03-02,10.0,130993280.95,6304573.34,1664302.47,138962156.76,5174.34
PRJ0675,Commercial - Retail / Mall,Ahmedabad,Gujarat,419266.0,1,2024-05-29,6.0,2383494514.98,37413019.21,39079390.62,2459986924.81,5867.37
PRJ0676,Residential - Apartment Complex,Lucknow,Uttar Pradesh,65681.0,11,2021-04-22,,260889329.34,10410771.51,6504408.74,277804509.59,4229.6
PRJ0677,Residential - Apartment Complex,Bengaluru,Karnataka,31700.0,1,2022-01-23,25.0,229915579.28,4436891.73,3078325.2,237430796.21,7489.93
PRJ0678,Industrial - Warehouse,Surat,Gujarat,90402.0,6,2023-07-03,10.0,353674800.87,15106973.32,1625570.84,370407345.03,4097.34
PRJ0679,Commercial - Hospital,Lucknow,Uttar Pradesh,235048.0,6,2023-11-04,10.0,1007343642.8,29044242.15,28651904.38,1065039789.33,4531.16
PRJ0680,Industrial - Heavy Manufacturing,Lucknow,Uttar Pradesh,236946.0,8,2023-05-27,14.0,1321698272.53,29691241.71,9678736.17,1361068250.41,5744.21
PRJ0681,Commercial - Office Building,Lucknow,Uttar Pradesh,119315.0,5,2022-02-25,7.0,630865978.12,11039193.29,5797865.45,647703036.86,5428.51
PRJ0682,Residential - Independent House,Lucknow,Uttar Pradesh,2847.0,4,2021-12-10,23.0,9425758.92,981779.15,259552.99,10667091.06,3746.78
PRJ0683,Residential - Apartment Complex,Bengaluru,Karnataka,60085.0,10,2022-02-26,21.0,224071600.65,8701626.56,6526221.43,239299448.64,3982.68
PRJ0684,Residential - Apartment Complex,Nagpur,Maharashtra,32101.0,1,2025-09-07,10.0,127636519.75,5767603.36,1508595.55,134912718.66,4202.76
PRJ0685,Residential - Apartment Complex,Indore,Madhya Pradesh,77501.0,1,2024-12-10,23.0,411251203.24,12583435.11,6633834.52,430468472.87,5554.36
PRJ0686,Industrial - Warehouse,Jaipur,Rajasthan,232105.0,7,2024-06-04,22.0,966194809.2,28315366.2,2482180.42,996992355.82,4295.44
PRJ0687,Commercial - Office Building,Mumbai,Maharashtra,163597.0,6,2025-05-27,14.0,1111396361.91,25216858.15,13313228.13,1149926448.19,7029.02
PRJ0688,Commercial - Hospital,Hyderabad,Telangana,133146.0,1,2021-02-09,16.0,313304842.52,10840258.88,15759008.99,339904110.39,2552.87
PRJ0689,Industrial - Heavy Manufacturing,Hyderabad,Telangana,22844.0,3,2023-05-02,13.0,114629491.17,4038624.68,2290650.83,120958766.68,5294.99
PRJ0690,Commercial - Retail / Mall,Indore,Madhya Pradesh,485688.0,12,2024-08-18,15.0,2535111413.09,38679790.12,27877642.6,2601668845.81,5356.67
PRJ0691,Commercial - Hotel,Delhi,Delhi,34715.0,5,2023-03-06,9.0,263130608.54,9079853.27,3352132.71,275562594.52,7937.85
PRJ0692,Residential - Apartment Complex,Bengaluru,Karnataka,27114.0,3,2024-03-14,21.0,167199505.9,5582999.45,3609465.07,176391970.42,6505.57
PRJ0693,Commercial - Hospital,Pune,Maharashtra,36940.0,6,2025-12-23,12.0,230204543.83,9156135.28,4712427.43,244073106.54,6607.28
PRJ0694,Commercial - Retail / Mall,Kolkata,West Bengal,273415.0,2,2022-02-02,8.0,1434834450.33,53004368.22,3392669.7,1491231488.25,5454.1
PRJ0695,Residential - Apartment Complex,Lucknow,Uttar Pradesh,107886.0,2,2022-01-18,13.0,635516698.77,19951691.02,10494862.59,665963252.38,6172.84
PRJ0696,Commercial - Hospital,Nashik,Maharashtra,260103.0,5,2025-04-23,26.0,1195511163.66,49371210.56,21839030.26,1266721404.48,4870.08
PRJ0697,Commercial - Hospital,Nashik,Maharashtra,100221.0,3,2021-06-18,10.0,455112668.72,14870091.15,11606159.31,481588919.18,4805.27
PRJ0698,Industrial - Heavy Manufacturing,Nagpur,Maharashtra,332216.0,3,2022-12-15,12.0,1766772875.81,29164628.34,21775260.73,1817712764.88,5471.48
PRJ0699,Commercial - Hotel,Coimbatore,Tamil Nadu,109341.0,2,2021-10-13,11.0,680963261.93,12866267.51,10775566.28,704605095.72,6444.11
PRJ0700,Residential - Independent House,Nashik,Maharashtra,886.0,5,2021-05-15,21.0,4273352.29,988163.84,207534.07,5469050.2,6172.74
PRJ0701,Industrial - Warehouse,Indore,Madhya Pradesh,179170.0,5,2022-05-17,8.0,514210595.52,19057173.28,8409034.03,541676802.83,3023.26
PRJ0702,Residential - Independent House,Delhi,Delhi,3125.0,6,2024-09-28,19.0,21633517.94,1776392.86,370630.15,23780540.95,7609.77
PRJ0703,Industrial - Light Manufacturing,Ahmedabad,Gujarat,140342.0,6,2025-07-30,5.0,967212811.98,22003024.29,7952071.67,997167907.94,7105.27
PRJ0704,Commercial - Office Building,Lucknow,Uttar Pradesh,194167.0,2,2021-08-05,9.0,932343219.92,31194103.83,12762121.79,976299445.54,5028.14
PRJ0705,Commercial - Retail / Mall,Pune,Maharashtra,446402.0,12,2023-01-19,13.0,1891311958.83,55465300.47,28583523.9,1975360783.2,4425.07
