item_id,project_id,category,sub_category,item_name,unit,quantity,rate_per_unit_inr,amount_inr
ITM020747,PRJ0648,Civil,Structural Steel,Structural steel fabrication & erection,kg,118480.68,120.63,14292324.43
ITM020748,PRJ0648,Civil,Plastering,Internal cement plaster 12mm,sqm,67923.54,218.86,14865745.96
ITM020749,PRJ0648,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,10214.14,45.19,461576.99
ITM020750,PRJ0648,Electrical,Cable Trays,GI perforated cable tray,meter,2230.35,448.38,1000044.33
ITM020751,PRJ0648,Electrical,Lighting,LED panel light 18W,nos,268.0,633.13,169678.84
ITM020752,PRJ0648,Electrical,Lighting,Emergency exit light,nos,22.0,1170.27,25745.94
ITM020753,PRJ0648,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,860420.73,860420.73
ITM020754,PRJ0648,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,13141.72,58.5,768790.62
ITM020755,PRJ0648,Electrical,Sockets and Switches,Modular switch/socket points,nos,582.0,520.08,302686.56
ITM020756,PRJ0648,Electrical,Switchgear,Main LT panel (custom),nos,1.0,165000.48,165000.48
ITM020757,PRJ0648,Electrical,Switchgear,MCCB panel 200A,nos,2.0,23878.77,47757.54
ITM020758,PRJ0648,Electrical,Switchgear,MCB distribution board (8-way),nos,31.0,2389.75,74082.25
ITM020759,PRJ0648,Electrical,Lighting,LED street/flood light 50W,nos,39.0,2396.45,93461.55
ITM020760,PRJ0648,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,613.86,777.98,477570.8
ITM020761,PRJ0648,Electrical,DG Set,Diesel generator set (backup),nos,1.0,449946.17,449946.17
ITM020762,PRJ0648,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,371.78,1193.16,443593.02
ITM020763,PRJ0648,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,2.0,39183.35,78366.7
ITM020764,PRJ0648,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,1.0,86476.66,86476.66
ITM020765,PRJ0648,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,27.0,5139.27,138760.29
ITM020766,PRJ0648,Plumbing,Pumps,Centrifugal water pump set,nos,2.0,28770.07,57540.14
ITM020767,PRJ0648,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,29.0,10702.03,310358.87
ITM020768,PRJ0648,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,4815.92,176.35,849287.49
ITM020769,PRJ0648,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,4699.48,243.68,1145169.29
ITM020770,PRJ0649,Civil,Masonry,AAC block masonry (200mm),sqm,60428.63,629.7,38051908.31
ITM020771,PRJ0649,Civil,Reinforcement,TMT steel bars Fe 500,kg,887519.44,76.55,67939613.13
ITM020772,PRJ0649,Civil,Earthwork,Excavation for foundation,cum,3132.6,250.34,784215.08
ITM020773,PRJ0649,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,93520.15,823.98,77058733.2
ITM020774,PRJ0649,Civil,Doors and Windows,Flush doors with frame,nos,310.0,8738.91,2709062.1
ITM020775,PRJ0649,Civil,Structural Steel,Structural steel fabrication & erection,kg,481304.18,115.53,55605071.92
ITM020776,PRJ0649,Civil,Painting,Interior emulsion paint (2 coats),sqm,428108.34,110.32,47228912.07
ITM020777,PRJ0649,Civil,Flooring,Granite flooring,sqm,37669.3,2391.12,90071816.62
ITM020778,PRJ0649,Civil,Doors and Windows,Aluminium windows with glazing,sqm,14983.99,5286.14,79207468.9
ITM020779,PRJ0649,Civil,Concrete,RCC M25 for slabs/beams,cum,9377.18,8703.7,81616161.57
ITM020780,PRJ0649,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,2249.68,4648.54,10457727.47
ITM020781,PRJ0649,Civil,Painting,Exterior weatherproof paint,sqm,182258.63,120.72,22002261.81
ITM020782,PRJ0649,Civil,Plastering,External cement plaster 20mm,sqm,225984.65,276.77,62545771.58
ITM020783,PRJ0649,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,17030.39,451.85,7695181.72
ITM020784,PRJ0649,Civil,Concrete,RCC M25 for footings/columns,cum,4609.03,8518.27,39260961.98
ITM020785,PRJ0649,Civil,Roofing,RCC roof slab with waterproofing,sqm,173902.67,1215.6,211396085.65
ITM020786,PRJ0649,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,124131.41,45.46,5643013.9
ITM020787,PRJ0649,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,1943.15,684.38,1329853.0
ITM020788,PRJ0649,Electrical,Cable Trays,GI perforated cable tray,meter,11678.99,394.47,4607011.19
ITM020789,PRJ0649,Electrical,Earthing,Earthing pit with GI strip,nos,76.0,4740.76,360297.76
ITM020790,PRJ0649,Electrical,Lighting,Emergency exit light,nos,113.0,1308.92,147907.96
ITM020791,PRJ0649,Electrical,Lighting,LED panel light 18W,nos,2680.0,571.82,1532477.6
ITM020792,PRJ0649,Electrical,Switchgear,MCB distribution board (8-way),nos,243.0,2644.72,642666.96
ITM020793,PRJ0649,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,63788.03,43.0,2742885.29
ITM020794,PRJ0649,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,11.0,42170.03,463870.33
ITM020795,PRJ0649,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,857662.42,857662.42
ITM020796,PRJ0649,Electrical,Switchgear,MCCB panel 200A,nos,15.0,19064.25,285963.75
ITM020797,PRJ0649,Electrical,Sockets and Switches,Modular switch/socket points,nos,2341.0,493.83,1156056.03
ITM020798,PRJ0649,Electrical,Switchgear,Main LT panel (custom),nos,2.0,133463.68,266927.36
ITM020799,PRJ0649,Electrical,Lighting,LED street/flood light 50W,nos,250.0,2325.01,581252.5
ITM020800,PRJ0649,Electrical,DG Set,Diesel generator set (backup),nos,1.0,535486.26,535486.26
ITM020801,PRJ0649,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,29763.92,246.43,7334722.81
ITM020802,PRJ0649,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,212.0,5158.45,1093591.4
ITM020803,PRJ0649,Plumbing,Pumps,Centrifugal water pump set,nos,12.0,19534.0,234408.0
ITM020804,PRJ0649,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,9.0,82237.34,740136.06
ITM020805,PRJ0649,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,42086.9,248.87,10474166.8
ITM020806,PRJ0650,Civil,Plastering,Internal cement plaster 12mm,sqm,409653.44,237.4,97251726.66
ITM020807,PRJ0650,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,66581.3,746.61,49710264.39
ITM020808,PRJ0650,Civil,Doors and Windows,Aluminium windows with glazing,sqm,11778.35,4715.85,55544931.85
ITM020809,PRJ0650,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,17448.54,477.75,8336039.99
ITM020810,PRJ0650,Civil,Flooring,Vitrified tile flooring,sqm,165715.02,1153.01,191071075.21
ITM020811,PRJ0650,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1419.18,5162.25,7326161.96
ITM020812,PRJ0650,Civil,Roofing,RCC roof slab with waterproofing,sqm,143659.79,1689.32,242687356.44
ITM020813,PRJ0650,Civil,Flooring,Granite flooring,sqm,21543.83,2275.44,49021692.54
ITM020814,PRJ0650,Civil,Painting,Interior emulsion paint (2 coats),sqm,401807.17,101.99,40980313.27
ITM020815,PRJ0650,Civil,Concrete,RCC M25 for footings/columns,cum,3674.51,8184.87,30075386.66
ITM020816,PRJ0650,Civil,Structural Steel,Structural steel fabrication & erection,kg,306893.23,99.85,30643289.02
ITM020817,PRJ0650,Civil,Plastering,External cement plaster 20mm,sqm,146615.31,257.79,37795960.76
ITM020818,PRJ0650,Civil,Painting,Exterior weatherproof paint,sqm,188417.84,169.36,31910445.38
ITM020819,PRJ0650,Civil,Concrete,RCC M25 for slabs/beams,cum,8114.83,8769.36,71161865.61
ITM020820,PRJ0650,Civil,Earthwork,Excavation for foundation,cum,4232.83,214.63,908492.3
ITM020821,PRJ0650,Civil,Masonry,AAC block masonry (200mm),sqm,60524.38,597.38,36156054.12
ITM020822,PRJ0650,Civil,Earthwork,Backfilling with excavated earth,cum,2141.54,176.69,378388.7
ITM020823,PRJ0650,Electrical,Switchgear,MCCB panel 200A,nos,26.0,22946.89,596619.14
ITM020824,PRJ0650,Electrical,Sockets and Switches,Modular switch/socket points,nos,3755.0,454.05,1704957.75
ITM020825,PRJ0650,Electrical,Lighting,Emergency exit light,nos,149.0,1317.48,196304.52
ITM020826,PRJ0650,Electrical,Cable Trays,GI perforated cable tray,meter,10304.37,530.67,5468220.03
ITM020827,PRJ0650,Electrical,Earthing,Earthing pit with GI strip,nos,53.0,3646.26,193251.78
ITM020828,PRJ0650,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,3317.85,747.38,2479694.73
ITM020829,PRJ0650,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,871160.04,871160.04
ITM020830,PRJ0650,Electrical,Lighting,LED street/flood light 50W,nos,197.0,2509.44,494359.68
ITM020831,PRJ0650,Electrical,Lighting,LED panel light 18W,nos,2334.0,763.38,1781728.92
ITM020832,PRJ0650,Electrical,Switchgear,Main LT panel (custom),nos,3.0,183852.36,551557.08
ITM020833,PRJ0650,Plumbing,Pumps,Centrifugal water pump set,nos,11.0,25892.59,284818.49
ITM020834,PRJ0650,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,182.0,5213.02,948769.64
ITM020835,PRJ0650,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,159.0,12343.35,1962592.65
ITM020836,PRJ0651,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,905.05,829.49,750729.92
ITM020837,PRJ0651,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,258.73,325.97,84338.22
ITM020838,PRJ0651,Civil,Roofing,RCC roof slab with waterproofing,sqm,2882.29,1202.5,3465953.73
ITM020839,PRJ0651,Civil,Earthwork,Excavation for foundation,cum,79.47,184.72,14679.7
ITM020840,PRJ0651,Civil,Flooring,Vitrified tile flooring,sqm,2350.21,1065.73,2504689.3
ITM020841,PRJ0651,Civil,Reinforcement,TMT steel bars Fe 500,kg,9231.15,67.75,625410.41
ITM020842,PRJ0651,Civil,Concrete,RCC M25 for footings/columns,cum,100.85,9401.67,948158.42
ITM020843,PRJ0651,Civil,Doors and Windows,Aluminium windows with glazing,sqm,194.76,4717.94,918865.99
ITM020844,PRJ0651,Civil,Plastering,Internal cement plaster 12mm,sqm,5952.2,186.94,1112704.27
ITM020845,PRJ0651,Civil,Doors and Windows,Flush doors with frame,nos,4.0,11654.46,46617.84
ITM020846,PRJ0651,Civil,Masonry,AAC block masonry (200mm),sqm,1160.92,546.48,634419.56
ITM020847,PRJ0651,Civil,Painting,Exterior weatherproof paint,sqm,2668.77,130.83,349155.18
ITM020848,PRJ0651,Civil,Painting,Interior emulsion paint (2 coats),sqm,5522.78,133.11,735137.25
ITM020849,PRJ0651,Electrical,Sockets and Switches,Modular switch/socket points,nos,47.0,500.3,23514.1
ITM020850,PRJ0651,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,1450.6,52.02,75460.21
ITM020851,PRJ0651,Electrical,Lighting,Emergency exit light,nos,2.0,1350.27,2700.54
ITM020852,PRJ0651,Electrical,Lighting,LED panel light 18W,nos,43.0,608.01,26144.43
ITM020853,PRJ0651,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,1439.81,48.23,69442.04
ITM020854,PRJ0651,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,3140.82,31.2,97993.58
ITM020855,PRJ0651,Electrical,Switchgear,MCCB panel 200A,nos,1.0,18294.18,18294.18
ITM020856,PRJ0651,Electrical,Earthing,Earthing pit with GI strip,nos,1.0,3523.47,3523.47
ITM020857,PRJ0651,Electrical,Switchgear,Main LT panel (custom),nos,1.0,154254.16,154254.16
ITM020858,PRJ0651,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,51.16,661.65,33850.01
ITM020859,PRJ0651,Electrical,Cable Trays,GI perforated cable tray,meter,146.39,371.85,54435.12
ITM020860,PRJ0651,Electrical,Lighting,LED street/flood light 50W,nos,2.0,1749.42,3498.84
ITM020861,PRJ0651,Electrical,Switchgear,MCB distribution board (8-way),nos,4.0,1892.42,7569.68
ITM020862,PRJ0651,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,33.5,1438.61,48193.43
ITM020863,PRJ0651,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,1.0,29313.74,29313.74
ITM020864,PRJ0651,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,565957.9,565957.9
ITM020865,PRJ0651,Electrical,DG Set,Diesel generator set (backup),nos,1.0,396928.91,396928.91
ITM020866,PRJ0651,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,3.0,11380.11,34140.33
ITM020867,PRJ0651,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,572.19,252.36,144397.87
ITM020868,PRJ0651,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,769.97,209.77,161516.61
ITM020869,PRJ0652,Civil,Plastering,External cement plaster 20mm,sqm,216565.34,241.09,52211737.82
ITM020870,PRJ0652,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,18624.36,426.8,7948876.85
ITM020871,PRJ0652,Civil,Doors and Windows,Aluminium windows with glazing,sqm,14839.88,3829.74,56832882.03
ITM020872,PRJ0652,Civil,Flooring,Granite flooring,sqm,43282.07,2471.19,106958218.56
ITM020873,PRJ0652,Civil,Earthwork,Backfilling with excavated earth,cum,2966.88,187.46,556171.32
ITM020874,PRJ0652,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,71559.17,713.47,51055321.02
ITM020875,PRJ0652,Civil,Plastering,Internal cement plaster 12mm,sqm,426038.78,211.55,90128503.91
ITM020876,PRJ0652,Civil,Roofing,RCC roof slab with waterproofing,sqm,188705.98,1222.49,230691173.49
ITM020877,PRJ0652,Civil,Painting,Interior emulsion paint (2 coats),sqm,372272.09,108.4,40354294.56
ITM020878,PRJ0652,Civil,Structural Steel,Structural steel fabrication & erection,kg,635849.09,119.03,75685117.18
ITM020879,PRJ0652,Civil,Concrete,RCC M25 for footings/columns,cum,6197.8,7929.22,49143719.72
ITM020880,PRJ0652,Civil,Masonry,AAC block masonry (200mm),sqm,89771.28,675.18,60611772.83
ITM020881,PRJ0652,Civil,Concrete,RCC M25 for slabs/beams,cum,8432.82,8490.2,71596328.36
ITM020882,PRJ0652,Civil,Reinforcement,TMT steel bars Fe 500,kg,813374.37,63.95,52015290.96
ITM020883,PRJ0652,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,68981.88,45.1,3111082.79
ITM020884,PRJ0652,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,623505.58,623505.58
ITM020885,PRJ0652,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,6001.83,686.37,4119476.06
ITM020886,PRJ0652,Electrical,Sockets and Switches,Modular switch/socket points,nos,3211.0,472.41,1516908.51
ITM020887,PRJ0652,Electrical,Lighting,LED street/flood light 50W,nos,167.0,2187.25,365270.75
ITM020888,PRJ0652,Electrical,Lighting,Emergency exit light,nos,174.0,1067.27,185704.98
ITM020889,PRJ0652,Electrical,Earthing,Earthing pit with GI strip,nos,99.0,4817.06,476888.94
ITM020890,PRJ0652,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,189166.41,50.38,9530203.74
ITM020891,PRJ0652,Electrical,Lighting,LED panel light 18W,nos,1926.0,625.37,1204462.62
ITM020892,PRJ0652,Electrical,Switchgear,MCB distribution board (8-way),nos,252.0,2352.96,592945.92
ITM020893,PRJ0652,Electrical,Switchgear,Main LT panel (custom),nos,4.0,125891.82,503567.28
ITM020894,PRJ0652,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,248.0,4703.72,1166522.56
ITM020895,PRJ0652,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,8.0,88018.25,704146.0
ITM020896,PRJ0652,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,31110.86,292.18,9089971.07
ITM020897,PRJ0652,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,132.0,10567.73,1394940.36
ITM020898,PRJ0652,Plumbing,Pumps,Centrifugal water pump set,nos,10.0,24195.4,241954.0
ITM020899,PRJ0652,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,53013.64,216.22,11462609.24
ITM020900,PRJ0653,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,13852.93,338.79,4693234.15
ITM020901,PRJ0653,Civil,Doors and Windows,Aluminium windows with glazing,sqm,9843.08,5223.88,51419068.75
ITM020902,PRJ0653,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1840.73,4341.54,7991602.92
ITM020903,PRJ0653,Civil,Flooring,Vitrified tile flooring,sqm,110186.87,1073.53,118288910.55
ITM020904,PRJ0653,Civil,Structural Steel,Structural steel fabrication & erection,kg,462119.45,103.82,47977241.3
ITM020905,PRJ0653,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,82628.1,760.48,62837017.49
ITM020906,PRJ0653,Civil,Roofing,RCC roof slab with waterproofing,sqm,136588.75,1502.1,205169961.38
ITM020907,PRJ0653,Civil,Concrete,RCC M25 for slabs/beams,cum,3750.96,8839.51,33156648.43
ITM020908,PRJ0653,Civil,Earthwork,Excavation for foundation,cum,2322.03,186.49,433035.37
ITM020909,PRJ0653,Civil,Earthwork,Backfilling with excavated earth,cum,1438.31,140.97,202758.56
ITM020910,PRJ0653,Civil,Doors and Windows,Flush doors with frame,nos,133.0,9077.75,1207340.75
ITM020911,PRJ0653,Civil,Plastering,External cement plaster 20mm,sqm,179074.3,279.34,50022614.96
ITM020912,PRJ0653,Civil,Plastering,Internal cement plaster 12mm,sqm,343206.43,178.12,61131929.31
ITM020913,PRJ0653,Civil,Concrete,RCC M25 for footings/columns,cum,2982.88,7627.56,22752096.17
ITM020914,PRJ0653,Civil,Painting,Interior emulsion paint (2 coats),sqm,319065.36,129.26,41242388.43
ITM020915,PRJ0653,Civil,Reinforcement,TMT steel bars Fe 500,kg,614102.98,62.61,38448987.58
ITM020916,PRJ0653,Civil,Painting,Exterior weatherproof paint,sqm,144708.69,145.36,21034855.18
ITM020917,PRJ0653,Civil,Masonry,AAC block masonry (200mm),sqm,45973.6,541.72,24904818.59
ITM020918,PRJ0653,Civil,Flooring,Granite flooring,sqm,18140.54,1752.8,31796738.51
ITM020919,PRJ0653,Electrical,Lighting,LED panel light 18W,nos,1687.0,414.77,699716.99
ITM020920,PRJ0653,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,94366.56,46.1,4350298.42
ITM020921,PRJ0653,Electrical,Lighting,LED street/flood light 50W,nos,144.0,2315.98,333501.12
ITM020922,PRJ0653,Electrical,Switchgear,MCB distribution board (8-way),nos,108.0,1828.9,197521.2
ITM020923,PRJ0653,Electrical,DG Set,Diesel generator set (backup),nos,1.0,456370.06,456370.06
ITM020924,PRJ0653,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,54187.2,44.44,2408079.17
ITM020925,PRJ0653,Electrical,Earthing,Earthing pit with GI strip,nos,32.0,5203.06,166497.92
ITM020926,PRJ0653,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,933.47,1150.24,1073714.53
ITM020927,PRJ0653,Electrical,Sockets and Switches,Modular switch/socket points,nos,2868.0,376.44,1079629.92
ITM020928,PRJ0653,Electrical,Switchgear,MCCB panel 200A,nos,8.0,24461.83,195694.64
ITM020929,PRJ0653,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,9.0,34408.16,309673.44
ITM020930,PRJ0653,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,6.0,79849.68,479098.08
ITM020931,PRJ0653,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,171.0,7821.73,1337515.83
ITM020932,PRJ0653,Plumbing,Pumps,Centrifugal water pump set,nos,7.0,33605.94,235241.58
ITM020933,PRJ0653,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,23584.68,267.63,6311967.91
ITM020934,PRJ0653,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,134.0,4917.34,658923.56
ITM020935,PRJ0653,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,31687.68,193.59,6134417.97
ITM020936,PRJ0654,Civil,Plastering,External cement plaster 20mm,sqm,3160.53,265.86,840258.51
ITM020937,PRJ0654,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,1150.38,808.02,929530.05
ITM020938,PRJ0654,Civil,Painting,Interior emulsion paint (2 coats),sqm,7755.01,145.19,1125949.9
ITM020939,PRJ0654,Civil,Flooring,Granite flooring,sqm,731.17,2602.16,1902621.33
ITM020940,PRJ0654,Civil,Reinforcement,TMT steel bars Fe 500,kg,17331.53,77.12,1336607.59
ITM020941,PRJ0654,Civil,Plastering,Internal cement plaster 12mm,sqm,6390.66,254.92,1629107.05
ITM020942,PRJ0654,Civil,Roofing,RCC roof slab with waterproofing,sqm,3262.21,1438.98,4694254.95
ITM020943,PRJ0654,Civil,Structural Steel,Structural steel fabrication & erection,kg,5654.38,115.16,651158.4
ITM020944,PRJ0654,Civil,Masonry,AAC block masonry (200mm),sqm,1554.66,772.99,1201736.63
ITM020945,PRJ0654,Civil,Earthwork,Backfilling with excavated earth,cum,66.13,175.11,11580.02
ITM020946,PRJ0654,Civil,Doors and Windows,Aluminium windows with glazing,sqm,266.18,4356.94,1159730.29
ITM020947,PRJ0654,Civil,Earthwork,Excavation for foundation,cum,58.25,273.56,15934.87
ITM020948,PRJ0654,Electrical,Lighting,Emergency exit light,nos,2.0,1575.83,3151.66
ITM020949,PRJ0654,Electrical,Lighting,LED street/flood light 50W,nos,3.0,2957.8,8873.4
ITM020950,PRJ0654,Electrical,DG Set,Diesel generator set (backup),nos,1.0,585301.09,585301.09
ITM020951,PRJ0654,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,1.0,31782.95,31782.95
ITM020952,PRJ0654,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,44.28,1389.53,61528.39
ITM020953,PRJ0654,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,1778.14,61.1,108644.35
ITM020954,PRJ0654,Electrical,Lighting,LED panel light 18W,nos,32.0,551.46,17646.72
ITM020955,PRJ0654,Electrical,Switchgear,Main LT panel (custom),nos,1.0,98814.48,98814.48
ITM020956,PRJ0654,Electrical,Cable Trays,GI perforated cable tray,meter,204.84,502.02,102833.78
ITM020957,PRJ0654,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,4417.29,36.1,159464.17
ITM020958,PRJ0654,Electrical,Switchgear,MCB distribution board (8-way),nos,5.0,2081.76,10408.8
ITM020959,PRJ0654,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,631742.79,631742.79
ITM020960,PRJ0654,Electrical,Earthing,Earthing pit with GI strip,nos,1.0,4876.27,4876.27
ITM020961,PRJ0654,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,1294.24,50.12,64867.31
ITM020962,PRJ0654,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,1.0,60226.05,60226.05
ITM020963,PRJ0654,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,904.48,260.45,235571.82
ITM020964,PRJ0654,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,496.39,314.43,156079.91
ITM020965,PRJ0654,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,4.0,11869.72,47478.88
ITM020966,PRJ0654,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,5.0,6185.31,30926.55
ITM020967,PRJ0655,Civil,Flooring,Granite flooring,sqm,17028.4,2084.19,35490421.0
ITM020968,PRJ0655,Civil,Plastering,External cement plaster 20mm,sqm,125333.41,232.87,29186391.19
ITM020969,PRJ0655,Civil,Doors and Windows,Flush doors with frame,nos,96.0,11451.9,1099382.4
ITM020970,PRJ0655,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,11538.9,396.74,4577943.19
ITM020971,PRJ0655,Civil,Earthwork,Excavation for foundation,cum,1645.63,213.76,351769.87
ITM020972,PRJ0655,Civil,Painting,Interior emulsion paint (2 coats),sqm,206944.4,126.85,26250897.14
ITM020973,PRJ0655,Civil,Earthwork,Backfilling with excavated earth,cum,1562.83,164.78,257523.13
ITM020974,PRJ0655,Civil,Concrete,RCC M25 for footings/columns,cum,4132.66,7425.16,30685661.73
ITM020975,PRJ0655,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,52447.12,755.96,39647924.84
ITM020976,PRJ0655,Civil,Roofing,RCC roof slab with waterproofing,sqm,113083.26,1642.8,185773179.53
ITM020977,PRJ0655,Civil,Doors and Windows,Aluminium windows with glazing,sqm,6470.23,3832.5,24797156.47
ITM020978,PRJ0655,Civil,Painting,Exterior weatherproof paint,sqm,116512.41,135.03,15732670.72
ITM020979,PRJ0655,Civil,Reinforcement,TMT steel bars Fe 500,kg,545493.09,67.55,36848058.23
ITM020980,PRJ0655,Civil,Masonry,AAC block masonry (200mm),sqm,30743.05,681.21,20942473.09
ITM020981,PRJ0655,Civil,Concrete,RCC M25 for slabs/beams,cum,4127.0,7973.54,32906799.58
ITM020982,PRJ0655,Civil,Plastering,Internal cement plaster 12mm,sqm,222110.89,166.25,36925935.46
ITM020983,PRJ0655,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,7.0,28880.62,202164.34
ITM020984,PRJ0655,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,84691.95,47.72,4041499.85
ITM020985,PRJ0655,Electrical,Sockets and Switches,Modular switch/socket points,nos,1884.0,,
ITM020986,PRJ0655,Electrical,Lighting,Emergency exit light,nos,89.0,903.41,80403.49
ITM020987,PRJ0655,Electrical,Switchgear,Main LT panel (custom),nos,2.0,133284.46,266568.92
ITM020988,PRJ0655,Electrical,Switchgear,MCCB panel 200A,nos,16.0,24215.21,387443.36
ITM020989,PRJ0655,Electrical,Cable Trays,GI perforated cable tray,meter,5404.4,,
ITM020990,PRJ0655,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,29650.61,39.28,1164675.96
ITM020991,PRJ0655,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,871.33,1313.66,1144631.37
ITM020992,PRJ0655,Plumbing,Pumps,Centrifugal water pump set,nos,8.0,29878.89,239031.12
ITM020993,PRJ0655,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,16238.41,217.64,3534127.55
ITM020994,PRJ0655,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,13612.99,221.05,3009151.44
ITM020995,PRJ0655,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,133.0,5292.7,703929.1
ITM020996,PRJ0656,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,67431.73,843.66,56889453.33
ITM020997,PRJ0656,Civil,Masonry,AAC block masonry (200mm),sqm,55827.25,710.9,39687592.02
ITM020998,PRJ0656,Civil,Doors and Windows,Aluminium windows with glazing,sqm,11692.3,5404.69,63193256.89
ITM020999,PRJ0656,Civil,Flooring,Vitrified tile flooring,sqm,127632.67,1591.87,203174618.39
ITM021000,PRJ0656,Civil,Reinforcement,TMT steel bars Fe 500,kg,820837.15,90.22,74055927.67
ITM021001,PRJ0656,Civil,Painting,Exterior weatherproof paint,sqm,167381.68,205.0,34313244.4
