project_id,project_type,state,project_size_sqft,project_duration_months,month_of_construction,contractor_experience_yrs,num_workers,workforce_skill_level,supervision_quality,material_type,blueprint_quantity,actual_quantity_used,wastage_pct,wastage_category,cost_overrun_inr,logistics_score,monsoon_intensity,monsoon_sensitivity
PRJ-2188,Hospital,Uttar Pradesh,14145,14,6,16,256,Semi-skilled,Good,HDPE Pipes,2202.0,2286.9,3.86,Low,38205.0,0.58,0.7,0.1
PRJ-2189,Metro Rail,Haryana,24022,59,11,26,214,Unskilled,Poor,OPC Cement,239.1,277.1,15.89,High,14440.0,0.71,0.05,0.7
PRJ-2190,Residential Apartment,Haryana,2798,26,5,6,460,Unskilled,Good,AAC Blocks,1084.0,1193.08,10.06,Medium,5999.0,0.71,0.15,0.2
PRJ-2191,Road & Highway,Telangana,7852,23,7,25,242,Unskilled,Good,Vitrified Tiles,316.0,347.74,10.04,Medium,20631.0,0.7,0.9,0.2
PRJ-2192,Road & Highway,Karnataka,21572,47,11,1,245,Semi-skilled,Average,River Sand,19.1,22.48,17.71,High,6084.0,0.72,0.05,0.9
PRJ-2193,Metro Rail,Kerala,36255,36,2,7,83,Semi-skilled,Good,Coarse Aggregate,31.7,35.96,13.43,Medium,5112.0,0.68,0.0,0.5
PRJ-2194,Industrial Warehouse,Uttar Pradesh,11634,15,1,24,368,Expert,Good,Fly Ash Bricks,1269.0,1292.16,1.83,Low,185.0,0.58,0.0,0.6
PRJ-2195,Road & Highway,Kerala,44156,50,11,30,291,Unskilled,Average,River Sand,53.7,64.15,19.47,High,18810.0,0.68,0.05,0.9
PRJ-2196,Hospital,Madhya Pradesh,6857,12,10,22,493,Unskilled,Poor,Electrical Cable,295.0,323.33,9.6,Medium,62326.0,0.55,0.2,0.1
PRJ-2197,Bridge Construction,Telangana,22207,39,7,30,428,Unskilled,Good,AAC Blocks,458.0,488.21,6.6,Medium,1662.0,0.7,0.9,0.2
PRJ-2198,Metro Rail,Jharkhand,38231,25,8,6,249,Semi-skilled,Good,Electrical Cable,1453.0,1554.28,6.97,Medium,222816.0,0.42,0.85,0.1
PRJ-2199,Bridge Construction,Kerala,48171,27,12,15,393,Unskilled,Poor,River Sand,11.4,14.49,27.07,High,5562.0,0.68,0.0,0.9
PRJ-2200,Bridge Construction,Haryana,15577,31,1,20,126,Unskilled,Good,River Sand,96.5,114.63,18.79,High,32634.0,0.71,0.0,0.9
PRJ-2201,Hospital,Bihar,8563,21,2,30,437,Unskilled,Poor,Plywood,918.0,1161.23,26.5,High,23107.0,0.45,0.0,0.8
PRJ-2202,Bridge Construction,Maharashtra,30522,39,5,22,207,Unskilled,Poor,Structural Steel,26.9,28.48,5.86,Medium,118500.0,0.78,0.15,0.2
PRJ-2203,Road & Highway,Madhya Pradesh,13045,19,2,12,23,Expert,Good,River Sand,48.8,55.19,13.09,Medium,11502.0,0.55,0.0,0.9
PRJ-2204,School/College,Punjab,3653,9,10,16,416,Semi-skilled,Good,AAC Blocks,515.0,569.27,10.54,Medium,2985.0,0.74,0.2,0.2
PRJ-2205,Metro Rail,Karnataka,13836,46,9,25,496,Skilled,Average,Fly Ash Bricks,480.0,536.0,11.67,Medium,448.0,0.72,0.6,0.6
PRJ-2206,Industrial Warehouse,Gujarat,4443,18,10,23,155,Unskilled,Good,Plywood,810.0,1042.4,28.69,High,22078.0,0.82,0.2,0.8
PRJ-2207,Hospital,Gujarat,13903,12,12,23,245,Semi-skilled,Poor,Structural Steel,10.0,10.7,7.05,Medium,52500.0,0.82,0.0,0.2
PRJ-2208,Industrial Warehouse,Tamil Nadu,2961,9,6,1,90,Unskilled,Average,River Sand,93.5,119.35,27.65,High,46530.0,0.75,0.7,0.9
PRJ-2209,Commercial Complex,Rajasthan,22579,32,4,9,376,Semi-skilled,Excellent,Vitrified Tiles,1032.0,1104.7,7.04,Medium,47255.0,0.65,0.05,0.2
PRJ-2210,Data Center,Odisha,4548,23,6,3,204,Skilled,Average,OPC Cement,16.2,18.61,14.85,Medium,916.0,0.5,0.7,0.7
PRJ-2211,Residential Apartment,Uttar Pradesh,2140,29,3,19,306,Unskilled,Average,Coarse Aggregate,94.7,103.41,9.2,Medium,10452.0,0.58,0.0,0.5
PRJ-2212,Residential Apartment,Kerala,13840,13,10,16,338,Unskilled,Poor,Electrical Cable,2157.0,2322.71,7.68,Medium,364562.0,0.68,0.2,0.1
PRJ-2213,Road & Highway,Tamil Nadu,45127,48,3,7,475,Expert,Excellent,Paint,273.0,286.49,4.94,Low,3777.0,0.75,0.0,0.1
PRJ-2214,Bridge Construction,Madhya Pradesh,8386,28,6,22,373,Semi-skilled,Excellent,AAC Blocks,828.0,878.7,6.12,Medium,2789.0,0.55,0.7,0.2
PRJ-2215,Residential Apartment,Madhya Pradesh,15499,29,3,23,29,Unskilled,Poor,River Sand,846.4,1001.39,18.31,High,278982.0,0.55,0.0,0.9
PRJ-2216,Industrial Warehouse,Maharashtra,11734,23,9,3,466,Unskilled,Good,HDPE Pipes,209.0,221.16,5.82,Medium,5472.0,0.78,0.6,0.1
PRJ-2217,Bridge Construction,Uttar Pradesh,21076,56,3,21,378,Unskilled,Average,TMT Steel,12.0,12.74,6.13,Medium,45880.0,0.58,0.0,0.3
PRJ-2218,Industrial Warehouse,Gujarat,2235,18,4,26,337,Skilled,Good,HDPE Pipes,1256.0,1314.07,4.62,Low,26131.0,0.82,0.05,0.1
PRJ-2219,Hospital,Uttar Pradesh,8540,19,2,15,424,Semi-skilled,Poor,Coarse Aggregate,8.3,9.12,9.84,Medium,984.0,0.58,0.0,0.5
PRJ-2220,Residential Apartment,Jharkhand,19228,29,9,2,426,Unskilled,Poor,Vitrified Tiles,3883.0,4502.24,15.95,High,402506.0,0.42,0.6,0.2
PRJ-2221,Bridge Construction,Tamil Nadu,27034,18,8,6,427,Semi-skilled,Poor,Coarse Aggregate,154.0,171.38,11.29,Medium,20856.0,0.75,0.85,0.5
PRJ-2222,Residential Apartment,Maharashtra,18817,32,8,18,236,Semi-skilled,Average,Paint,95.0,101.1,6.42,Medium,1708.0,0.78,0.85,0.1
PRJ-2223,Hospital,Uttar Pradesh,12186,18,6,1,320,Unskilled,Good,Fly Ash Bricks,218.0,252.6,15.87,High,277.0,0.58,0.7,0.6
PRJ-2224,Metro Rail,Maharashtra,45541,46,5,6,481,Unskilled,Average,Fly Ash Bricks,2385.0,2840.57,19.1,High,3645.0,0.78,0.15,0.6
PRJ-2225,Data Center,Karnataka,3916,24,8,14,193,Unskilled,Excellent,Fly Ash Bricks,485.0,553.77,14.18,Medium,550.0,0.72,0.85,0.6
PRJ-2226,Industrial Warehouse,Maharashtra,13996,15,5,21,303,Unskilled,Good,TMT Steel,93.0,98.99,6.44,Medium,371380.0,0.78,0.15,0.3
PRJ-2227,Bridge Construction,Haryana,14583,24,7,16,468,Unskilled,Good,Fly Ash Bricks,1419.0,1705.68,20.2,High,2293.0,0.71,0.9,0.6
PRJ-2228,Road & Highway,Jharkhand,23778,24,10,14,421,Skilled,Excellent,Structural Steel,11.6,11.88,2.37,Low,21000.0,0.42,0.2,0.2
PRJ-2229,Hospital,Rajasthan,8235,21,1,19,281,Semi-skilled,Good,Paint,72.0,75.8,5.27,Medium,1064.0,0.65,0.0,0.1
PRJ-2230,Metro Rail,Madhya Pradesh,34263,35,6,20,58,Expert,Poor,Structural Steel,16.5,16.99,2.95,Low,36750.0,0.55,0.7,0.2
PRJ-2231,Data Center,West Bengal,3477,21,11,10,66,Semi-skilled,Average,Plywood,991.0,1205.29,21.62,High,20358.0,0.62,0.05,0.8
PRJ-2232,Hospital,Madhya Pradesh,6194,14,10,15,262,Unskilled,Excellent,Fly Ash Bricks,2775.0,3081.31,11.04,Medium,2450.0,0.55,0.2,0.6
PRJ-2233,Road & Highway,Haryana,33256,35,2,12,366,Semi-skilled,Average,River Sand,128.7,153.16,19.01,High,44028.0,0.71,0.0,0.9
PRJ-2234,Bridge Construction,Gujarat,40820,18,8,9,245,Unskilled,Poor,Plywood,640.0,947.26,48.01,High,29190.0,0.82,0.85,0.8
PRJ-2235,Road & Highway,Bihar,9474,50,6,27,248,Unskilled,Good,River Sand,61.3,72.33,18.0,High,19854.0,0.45,0.7,0.9
PRJ-2236,Data Center,Haryana,10658,12,12,25,45,Skilled,Good,Coarse Aggregate,65.9,68.98,4.67,Low,3696.0,0.71,0.0,0.5
PRJ-2237,Industrial Warehouse,West Bengal,6608,23,4,4,92,Unskilled,Good,River Sand,42.4,51.08,20.48,High,15624.0,0.62,0.05,0.9
PRJ-2238,Commercial Complex,Karnataka,2159,12,4,18,419,Unskilled,Good,Vitrified Tiles,411.0,452.81,10.17,Medium,27176.0,0.72,0.05,0.2
PRJ-2239,Metro Rail,Odisha,12545,41,10,8,92,Semi-skilled,Poor,Structural Steel,79.3,86.05,8.52,Medium,506250.0,0.5,0.2,0.2
PRJ-2240,Data Center,Maharashtra,10508,8,1,29,466,Unskilled,Average,HDPE Pipes,387.0,408.23,5.49,Medium,9554.0,0.78,0.0,0.1
PRJ-2241,Road & Highway,Bihar,44698,20,11,23,125,Unskilled,Excellent,Fly Ash Bricks,2599.0,3024.26,16.36,High,3402.0,0.45,0.05,0.6
PRJ-2242,Commercial Complex,Jharkhand,22869,24,4,11,354,Unskilled,Average,AAC Blocks,260.0,295.92,13.82,Medium,1976.0,0.42,0.05,0.2
PRJ-2243,Data Center,Punjab,5373,22,9,28,388,Skilled,Good,TMT Steel,33.3,34.17,2.63,Low,53940.0,0.74,0.6,0.3
PRJ-2244,Hospital,Odisha,7982,9,1,1,275,Unskilled,Average,Fly Ash Bricks,2626.0,3042.95,15.88,High,3336.0,0.5,0.0,0.6
PRJ-2245,Road & Highway,Gujarat,7056,21,8,26,162,Semi-skilled,Poor,Plywood,1110.0,1427.29,28.59,High,30143.0,0.82,0.85,0.8
PRJ-2246,Hospital,Rajasthan,4227,20,5,18,244,Unskilled,Good,Structural Steel,79.9,84.39,5.62,Medium,336750.0,0.65,0.15,0.2
PRJ-2247,Road & Highway,Madhya Pradesh,35043,45,12,6,467,Unskilled,Average,Electrical Cable,1180.0,1315.06,11.45,Medium,297132.0,0.55,0.0,0.1
PRJ-2248,Hospital,Odisha,14638,8,5,24,186,Unskilled,Average,HDPE Pipes,253.0,265.62,4.99,Low,5679.0,0.5,0.15,0.1
PRJ-2249,Data Center,Bihar,9577,12,2,10,409,Semi-skilled,Average,OPC Cement,20.3,22.79,12.25,Medium,946.0,0.45,0.0,0.7
PRJ-2250,Bridge Construction,Karnataka,38154,41,8,29,139,Semi-skilled,Average,Paint,701.0,756.17,7.87,Medium,15448.0,0.72,0.85,0.1
PRJ-2251,School/College,Madhya Pradesh,3836,21,8,7,382,Unskilled,Average,OPC Cement,30.8,36.59,18.78,High,2200.0,0.55,0.85,0.7
PRJ-2252,Industrial Warehouse,Karnataka,12694,15,4,19,465,Semi-skilled,Good,River Sand,9.8,11.18,14.05,Medium,2484.0,0.72,0.05,0.9
PRJ-2253,Commercial Complex,Uttar Pradesh,2780,12,10,15,377,Skilled,Poor,River Sand,72.9,88.97,22.05,High,28926.0,0.58,0.2,0.9
PRJ-2254,Residential Apartment,Rajasthan,10949,28,12,9,492,Skilled,Average,Electrical Cable,2689.0,2833.97,5.39,Medium,318934.0,0.65,0.0,0.1
PRJ-2255,Commercial Complex,Uttar Pradesh,10713,15,11,24,257,Semi-skilled,Average,TMT Steel,50.9,52.98,4.09,Low,128960.0,0.58,0.05,0.3
PRJ-2256,Bridge Construction,Uttar Pradesh,40917,55,7,27,138,Semi-skilled,Good,Structural Steel,63.8,67.11,5.19,Medium,248250.0,0.58,0.9,0.2
PRJ-2257,Bridge Construction,Uttar Pradesh,47788,43,8,16,491,Skilled,Good,Electrical Cable,170.0,182.06,7.1,Medium,26532.0,0.58,0.85,0.1
PRJ-2258,Data Center,Haryana,14376,23,6,24,241,Unskilled,Good,Electrical Cable,3511.0,3799.71,8.22,Medium,635162.0,0.71,0.7,0.1
PRJ-2259,Data Center,Maharashtra,6780,12,9,1,276,Semi-skilled,Excellent,Plywood,1637.0,1961.25,19.81,High,30804.0,0.78,0.6,0.8
PRJ-2260,Industrial Warehouse,Telangana,6092,18,7,29,184,Skilled,Poor,AAC Blocks,206.0,219.37,6.49,Medium,735.0,0.7,0.9,0.2
PRJ-2261,Residential Apartment,Rajasthan,22421,29,10,17,273,Semi-skilled,Average,HDPE Pipes,346.0,370.83,7.17,Medium,11173.0,0.65,0.2,0.1
PRJ-2262,Hospital,Karnataka,6907,17,8,24,161,Unskilled,Poor,OPC Cement,39.2,45.63,16.42,High,2443.0,0.72,0.85,0.7
PRJ-2263,School/College,Uttar Pradesh,1665,21,12,29,330,Unskilled,Good,Electrical Cable,4398.0,4710.48,7.1,Medium,687456.0,0.58,0.0,0.1
PRJ-2264,Road & Highway,Kerala,33298,35,9,2,51,Unskilled,Average,Fly Ash Bricks,1134.0,1433.96,26.45,High,2400.0,0.68,0.6,0.6
PRJ-2265,Data Center,Jharkhand,4312,9,7,8,103,Skilled,Poor,Coarse Aggregate,44.4,50.99,14.84,Medium,7908.0,0.42,0.9,0.5
PRJ-2266,Residential Apartment,Gujarat,19825,34,2,7,310,Skilled,Poor,TMT Steel,56.6,60.47,6.84,Medium,239940.0,0.82,0.0,0.3
PRJ-2267,Commercial Complex,Tamil Nadu,18656,20,2,22,30,Unskilled,Average,HDPE Pipes,1489.0,1577.89,5.97,Medium,40001.0,0.75,0.0,0.1
PRJ-2268,Metro Rail,Uttar Pradesh,37646,38,9,12,88,Semi-skilled,Average,Vitrified Tiles,916.0,1015.66,10.88,Medium,64779.0,0.58,0.6,0.2
PRJ-2269,Data Center,Tamil Nadu,2225,16,6,7,230,Semi-skilled,Excellent,AAC Blocks,204.0,215.82,5.79,Medium,650.0,0.75,0.7,0.2
PRJ-2270,Hospital,Punjab,4459,18,9,3,499,Semi-skilled,Average,HDPE Pipes,239.0,254.36,6.43,Medium,6912.0,0.74,0.6,0.1
PRJ-2271,Road & Highway,Kerala,34902,23,9,22,143,Unskilled,Excellent,Structural Steel,99.3,103.62,4.35,Low,324000.0,0.68,0.6,0.2
PRJ-2272,Data Center,Haryana,11765,14,4,26,450,Semi-skilled,Good,AAC Blocks,582.0,625.83,7.53,Medium,2411.0,0.71,0.05,0.2
PRJ-2273,School/College,Bihar,5101,10,11,15,354,Semi-skilled,Poor,Plywood,516.0,643.5,24.71,High,12112.0,0.45,0.05,0.8
PRJ-2274,Data Center,Haryana,12345,11,1,20,334,Semi-skilled,Excellent,Paint,2845.0,2973.3,4.51,Low,35924.0,0.71,0.0,0.1
PRJ-2275,Data Center,Karnataka,7956,17,5,21,260,Unskilled,Excellent,Vitrified Tiles,389.0,427.5,9.9,Medium,25025.0,0.72,0.15,0.2
PRJ-2276,Road & Highway,Bihar,40171,36,11,5,240,Semi-skilled,Average,OPC Cement,198.0,219.89,11.06,Medium,8318.0,0.45,0.05,0.7
PRJ-2277,Hospital,Telangana,4133,21,8,16,309,Semi-skilled,Average,TMT Steel,35.1,37.65,7.27,Medium,158100.0,0.7,0.85,0.3
PRJ-2278,Commercial Complex,Jharkhand,6296,32,1,30,438,Skilled,Good,Vitrified Tiles,184.0,195.94,6.49,Medium,7761.0,0.42,0.0,0.2
PRJ-2279,Residential Apartment,Kerala,12250,35,10,24,366,Skilled,Good,Coarse Aggregate,36.2,39.19,8.26,Medium,3588.0,0.68,0.2,0.5
PRJ-2280,School/College,Kerala,3602,11,8,30,85,Unskilled,Good,AAC Blocks,1149.0,1232.88,7.3,Medium,4613.0,0.68,0.85,0.2
PRJ-2281,Commercial Complex,Telangana,22772,20,1,29,200,Semi-skilled,Average,Fly Ash Bricks,2995.0,3400.48,13.54,Medium,3244.0,0.7,0.0,0.6
PRJ-2282,Bridge Construction,Bihar,16984,27,12,2,68,Unskilled,Average,Coarse Aggregate,17.6,19.87,12.91,Medium,2724.0,0.45,0.0,0.5
PRJ-2283,Road & Highway,Telangana,49440,40,4,2,287,Unskilled,Poor,River Sand,36.9,47.67,29.17,High,19386.0,0.7,0.05,0.9
PRJ-2284,Data Center,Karnataka,4941,10,6,9,27,Unskilled,Average,AAC Blocks,736.0,798.83,8.54,Medium,3456.0,0.72,0.7,0.2
PRJ-2285,Metro Rail,Jharkhand,39540,36,10,3,364,Unskilled,Poor,River Sand,30.7,40.33,31.38,High,17334.0,0.42,0.2,0.9
PRJ-2286,Bridge Construction,Madhya Pradesh,17427,40,5,2,269,Unskilled,Poor,Paint,473.0,546.59,15.56,High,20605.0,0.55,0.15,0.1
PRJ-2287,Road & Highway,Punjab,17064,50,4,2,457,Semi-skilled,Excellent,Vitrified Tiles,109.0,119.35,9.49,Medium,6727.0,0.74,0.05,0.2
PRJ-2288,Hospital,Maharashtra,5341,16,3,1,174,Skilled,Poor,TMT Steel,93.4,99.61,6.65,Medium,385020.0,0.78,0.0,0.3
PRJ-2289,Residential Apartment,West Bengal,5152,33,8,18,109,Unskilled,Average,Paint,338.0,357.64,5.81,Medium,5499.0,0.62,0.85,0.1
PRJ-2290,Road & Highway,Haryana,37044,48,3,21,349,Unskilled,Average,AAC Blocks,181.0,198.33,9.58,Medium,953.0,0.71,0.0,0.2
PRJ-2291,Bridge Construction,West Bengal,9251,46,7,5,247,Unskilled,Excellent,AAC Blocks,195.0,211.36,8.39,Medium,900.0,0.62,0.9,0.2
PRJ-2292,Metro Rail,Rajasthan,11995,36,9,15,500,Unskilled,Excellent,Structural Steel,96.3,102.57,6.51,Medium,470250.0,0.65,0.6,0.2
PRJ-2293,Data Center,Tamil Nadu,12195,15,6,19,131,Skilled,Average,River Sand,202.0,233.31,15.5,High,56358.0,0.75,0.7,0.9
PRJ-2294,Bridge Construction,Karnataka,8342,26,8,3,197,Unskilled,Average,Coarse Aggregate,106.5,121.45,14.04,Medium,17940.0,0.72,0.85,0.5
PRJ-2295,Bridge Construction,Jharkhand,46719,33,4,19,45,Unskilled,Average,Paint,591.0,643.13,8.82,Medium,14596.0,0.42,0.05,0.1
PRJ-2296,School/College,Telangana,6415,24,11,6,476,Unskilled,Average,Coarse Aggregate,117.7,134.23,14.04,Medium,19836.0,0.7,0.05,0.5
PRJ-2297,Road & Highway,Punjab,9579,26,10,20,462,Semi-skilled,Poor,Electrical Cable,201.0,213.23,6.08,Medium,26906.0,0.74,0.2,0.1
PRJ-2298,Commercial Complex,Punjab,5592,16,10,15,197,Semi-skilled,Average,AAC Blocks,426.0,460.45,8.09,Medium,1895.0,0.74,0.2,0.2
PRJ-2299,Metro Rail,West Bengal,10736,36,11,26,112,Unskilled,Good,Structural Steel,9.4,9.94,5.74,Medium,40500.0,0.62,0.05,0.2
PRJ-2300,Industrial Warehouse,Karnataka,14651,20,1,28,354,Semi-skilled,Average,OPC Cement,80.0,87.44,9.31,Medium,2827.0,0.72,0.0,0.7
PRJ-2301,Residential Apartment,Maharashtra,11047,20,12,7,221,Unskilled,Poor,Fly Ash Bricks,1230.0,1501.88,22.1,High,2175.0,0.78,0.0,0.6
PRJ-2302,Bridge Construction,Rajasthan,15509,54,4,26,426,Unskilled,Poor,River Sand,113.4,137.02,20.83,High,42516.0,0.65,0.05,0.9
PRJ-2303,Industrial Warehouse,Punjab,1122,9,12,15,342,Unskilled,Excellent,Electrical Cable,2081.0,2182.01,4.85,Low,222222.0,0.74,0.0,0.1
PRJ-2304,Data Center,Punjab,4915,18,9,6,256,Semi-skilled,Good,HDPE Pipes,478.0,501.05,4.82,Low,10373.0,0.74,0.6,0.1
PRJ-2305,Hospital,Haryana,6236,23,9,4,48,Semi-skilled,Poor,HDPE Pipes,1938.0,2092.41,7.97,Medium,69484.0,0.71,0.6,0.1
PRJ-2306,Metro Rail,Gujarat,5934,20,1,19,42,Skilled,Good,Coarse Aggregate,48.7,52.43,7.66,Medium,4476.0,0.82,0.0,0.5
PRJ-2307,Industrial Warehouse,Uttar Pradesh,12974,21,9,21,263,Expert,Good,Fly Ash Bricks,436.0,480.91,10.3,Medium,359.0,0.58,0.6,0.6
PRJ-2308,Data Center,Uttar Pradesh,7769,11,9,16,104,Semi-skilled,Average,Electrical Cable,615.0,648.89,5.51,Medium,74558.0,0.58,0.6,0.1
PRJ-2309,Residential Apartment,Gujarat,10985,25,5,21,130,Unskilled,Good,Structural Steel,63.9,66.84,4.6,Low,220500.0,0.82,0.15,0.2
PRJ-2310,Metro Rail,Kerala,32073,51,11,10,500,Skilled,Poor,Fly Ash Bricks,167.0,197.62,18.33,High,245.0,0.68,0.05,0.6
PRJ-2311,Data Center,Punjab,6454,11,4,15,180,Semi-skilled,Average,OPC Cement,67.4,76.38,13.33,Medium,3412.0,0.74,0.05,0.7
PRJ-2312,School/College,Uttar Pradesh,13904,23,2,13,311,Semi-skilled,Average,Vitrified Tiles,719.0,806.9,12.22,Medium,57135.0,0.58,0.0,0.2
PRJ-2313,Metro Rail,Haryana,31764,38,10,26,230,Unskilled,Good,Plywood,246.0,316.17,28.52,High,6666.0,0.71,0.2,0.8
PRJ-2314,Road & Highway,Punjab,34340,38,4,5,113,Semi-skilled,Average,Fly Ash Bricks,288.0,345.15,19.84,High,457.0,0.74,0.05,0.6
PRJ-2315,School/College,Rajasthan,3288,10,11,1,308,Unskilled,Excellent,River Sand,14.5,16.7,15.14,High,3960.0,0.65,0.05,0.9
PRJ-2316,Metro Rail,Tamil Nadu,22404,39,12,12,265,Skilled,Average,Paint,387.0,409.81,5.89,Medium,6387.0,0.75,0.0,0.1
PRJ-2317,Road & Highway,West Bengal,13549,32,11,16,223,Unskilled,Average,Fly Ash Bricks,785.0,942.01,20.0,High,1256.0,0.62,0.05,0.6
PRJ-2318,Industrial Warehouse,Haryana,6028,14,7,2,114,Semi-skilled,Average,HDPE Pipes,327.0,349.92,7.01,Medium,10314.0,0.71,0.9,0.1
PRJ-2319,Commercial Complex,Gujarat,7087,17,8,19,306,Unskilled,Poor,Coarse Aggregate,18.9,22.03,16.59,High,3756.0,0.82,0.85,0.5
PRJ-2320,Metro Rail,Kerala,25407,60,3,7,330,Unskilled,Average,AAC Blocks,878.0,978.68,11.47,Medium,5537.0,0.68,0.0,0.2
PRJ-2321,Residential Apartment,Tamil Nadu,24076,33,12,30,176,Semi-skilled,Good,HDPE Pipes,1738.0,1828.74,5.22,Medium,40833.0,0.75,0.0,0.1
PRJ-2322,Bridge Construction,Maharashtra,33345,59,8,22,322,Skilled,Poor,TMT Steel,9.0,9.35,3.91,Low,21700.0,0.78,0.85,0.3
PRJ-2323,School/College,West Bengal,4480,17,9,25,275,Unskilled,Good,TMT Steel,33.3,36.37,9.21,Medium,190340.0,0.62,0.6,0.3
PRJ-2324,Residential Apartment,West Bengal,7106,21,9,10,224,Unskilled,Average,Vitrified Tiles,2070.0,2299.94,11.11,Medium,149461.0,0.62,0.6,0.2
PRJ-2325,Bridge Construction,Punjab,19547,45,9,30,370,Skilled,Good,Vitrified Tiles,1251.0,1355.85,8.38,Medium,68152.0,0.74,0.6,0.2
PRJ-2326,Bridge Construction,Gujarat,31769,50,9,6,469,Semi-skilled,Average,Paint,154.0,166.42,8.07,Medium,3478.0,0.82,0.6,0.1
PRJ-2327,Residential Apartment,Madhya Pradesh,12990,30,6,6,191,Skilled,Average,Vitrified Tiles,583.0,651.45,11.74,Medium,44493.0,0.55,0.7,0.2
PRJ-2328,Hospital,Odisha,7176,20,3,19,404,Skilled,Poor,River Sand,86.8,100.41,15.68,High,24498.0,0.5,0.0,0.9
PRJ-2329,Metro Rail,West Bengal,15409,49,12,8,343,Expert,Good,Structural Steel,36.8,37.43,1.71,Low,47250.0,0.62,0.0,0.2
PRJ-2330,School/College,Jharkhand,10924,13,12,16,48,Semi-skilled,Average,River Sand,26.3,29.56,12.39,Medium,5868.0,0.42,0.0,0.9
PRJ-2331,Road & Highway,Odisha,49560,33,11,9,346,Unskilled,Good,Structural Steel,49.3,53.08,7.66,Medium,283500.0,0.5,0.05,0.2
PRJ-2332,Data Center,Bihar,1753,19,2,4,499,Expert,Average,Paint,1501.0,1607.61,7.1,Medium,29851.0,0.45,0.0,0.1
PRJ-2333,Data Center,Tamil Nadu,1789,20,9,28,282,Unskilled,Average,HDPE Pipes,293.0,311.34,6.26,Medium,8253.0,0.75,0.6,0.1
PRJ-2334,Data Center,Odisha,13225,24,12,23,287,Expert,Excellent,Vitrified Tiles,1029.0,1061.32,3.14,Low,21008.0,0.5,0.0,0.2
PRJ-2335,Industrial Warehouse,Rajasthan,10897,16,5,29,29,Skilled,Good,Plywood,2634.0,3018.9,14.61,Medium,36566.0,0.65,0.15,0.8
PRJ-2336,Metro Rail,Tamil Nadu,32999,57,9,23,185,Unskilled,Poor,Plywood,1030.0,1362.94,32.32,High,31629.0,0.75,0.6,0.8
PRJ-2337,Bridge Construction,Rajasthan,41794,52,1,8,376,Semi-skilled,Good,HDPE Pipes,1800.0,1900.73,5.6,Medium,45329.0,0.65,0.0,0.1
PRJ-2338,Road & Highway,Madhya Pradesh,12949,43,1,19,399,Unskilled,Average,Vitrified Tiles,618.0,705.6,14.17,Medium,56940.0,0.55,0.0,0.2
PRJ-2339,Commercial Complex,Odisha,23148,18,3,16,272,Semi-skilled,Good,Plywood,708.0,847.63,19.72,High,13265.0,0.5,0.0,0.8
PRJ-2340,School/College,Odisha,2491,13,1,6,496,Skilled,Poor,Coarse Aggregate,17.0,19.13,12.55,Medium,2556.0,0.5,0.0,0.5
PRJ-2341,Commercial Complex,Madhya Pradesh,7910,12,6,1,341,Unskilled,Average,AAC Blocks,240.0,263.97,9.99,Medium,1318.0,0.55,0.7,0.2
PRJ-2342,Industrial Warehouse,Gujarat,4192,15,2,27,442,Unskilled,Good,Coarse Aggregate,189.1,207.13,9.53,Medium,21636.0,0.82,0.0,0.5
PRJ-2343,Commercial Complex,Rajasthan,21452,29,1,6,60,Unskilled,Poor,Coarse Aggregate,56.1,63.62,13.41,Medium,9024.0,0.65,0.0,0.5
PRJ-2344,Commercial Complex,Madhya Pradesh,15973,27,10,6,37,Skilled,Poor,AAC Blocks,501.0,551.93,10.16,Medium,2801.0,0.55,0.2,0.2
PRJ-2345,Residential Apartment,Haryana,5200,33,4,25,253,Semi-skilled,Average,Vitrified Tiles,1144.0,1194.39,4.4,Low,32754.0,0.71,0.05,0.2
PRJ-2346,Residential Apartment,Maharashtra,2186,34,12,4,355,Semi-skilled,Excellent,Paint,1162.0,1234.34,6.23,Medium,20255.0,0.78,0.0,0.1
PRJ-2347,Commercial Complex,West Bengal,13231,18,7,27,407,Unskilled,Average,Fly Ash Bricks,925.0,1099.03,18.81,High,1392.0,0.62,0.9,0.6
PRJ-2348,School/College,Gujarat,4583,24,5,30,418,Semi-skilled,Average,OPC Cement,90.4,99.83,10.43,Medium,3583.0,0.82,0.15,0.7
PRJ-2349,Metro Rail,Rajasthan,37296,37,12,14,336,Unskilled,Average,Plywood,3048.0,3800.51,24.69,High,71488.0,0.65,0.0,0.8
PRJ-2350,Residential Apartment,Haryana,24608,29,12,15,25,Unskilled,Poor,River Sand,48.2,60.48,25.48,High,22104.0,0.71,0.0,0.9
PRJ-2351,Residential Apartment,Jharkhand,3744,13,5,20,141,Semi-skilled,Good,HDPE Pipes,2226.0,2348.52,5.5,Medium,55134.0,0.42,0.15,0.1
PRJ-2352,Residential Apartment,Jharkhand,8622,21,9,21,385,Semi-skilled,Poor,Coarse Aggregate,49.9,53.31,6.83,Medium,4092.0,0.42,0.6,0.5
PRJ-2353,Industrial Warehouse,Tamil Nadu,11912,8,7,1,211,Skilled,Good,Coarse Aggregate,17.0,18.57,9.24,Medium,1884.0,0.75,0.9,0.5
PRJ-2354,Industrial Warehouse,Rajasthan,2246,15,12,5,369,Semi-skilled,Average,Paint,310.0,329.87,6.41,Medium,5564.0,0.65,0.0,0.1
