order_id,order_date,month,day_of_week,quarter,is_festival_period,material_type,supplier_tier,origin_state,destination_state,distance_km,order_quantity,promised_lead_days,monsoon_intensity,monsoon_sensitivity,dest_logistics_score,orig_logistics_score,dest_monsoon_severity,supplier_reliability,past_delay_rate,delay_probability,is_delayed,actual_delay_days,vehicle_type,temperature,humidity,traffic_status,waiting_time,inventory_level,asset_utilization,demand_forecast,order_value_inr,road_quality,supplier_capacity,fuel_price_index,driver_experience
ORD-03675,2025-10-31,10,4,4,0,Structural Steel,Tier 1 (Large Manufacturer),Maharashtra,Gujarat,869,32.2,24,0.2,0.2,0.82,0.78,0.4,0.88,0.216,0.404,0,0,Truck,22.7,88.5,Moderate,38,943,83.8,886,2415000.0,0.8,91,99.12,3
ORD-03676,2024-02-17,2,5,1,0,OPC Cement,Tier 3 (Local Supplier),West Bengal,Madhya Pradesh,1745,26.8,12,0.0,0.7,0.55,0.62,0.5,0.55,0.478,0.548,1,15,Mini Truck,33.4,81.1,Moderate,49,823,82.2,953,10184.0,0.58,79,100.59,6
ORD-03677,2024-07-19,7,4,3,0,TMT Steel,Tier 1 (Large Manufacturer),Gujarat,Rajasthan,555,10.1,15,0.9,0.3,0.65,0.82,0.3,0.88,0.177,0.676,1,5,Container,29.9,62.3,Detour,36,177,97.3,420,626200.0,0.73,73,101.0,10
ORD-03678,2024-05-07,5,1,2,0,OPC Cement,Tier 3 (Local Supplier),West Bengal,Punjab,1108,9.4,9,0.15,0.7,0.74,0.62,0.5,0.55,0.365,0.616,1,2,Mini Truck,24.1,92.5,Detour,58,314,94.5,732,3572.0,0.68,93,96.89,5
ORD-03679,2025-08-13,8,2,3,0,Plywood,Tier 3 (Local Supplier),Bihar,Maharashtra,794,1397.0,10,0.85,0.8,0.78,0.45,0.8,0.55,0.291,0.796,1,16,Mini Truck,39.0,74.4,Heavy,63,968,72.1,439,132715.0,0.61,60,100.23,10
ORD-03680,2025-03-05,3,2,1,0,River Sand,Tier 2 (Regional Distributor),Kerala,Punjab,563,6.5,8,0.0,0.9,0.74,0.68,0.5,0.72,0.177,0.372,0,0,Mini Truck,35.8,56.9,Moderate,45,832,96.7,344,11700.0,0.71,89,98.03,7
ORD-03681,2024-06-13,6,3,2,0,OPC Cement,Tier 3 (Local Supplier),Kerala,Rajasthan,407,26.0,6,0.7,0.7,0.65,0.68,0.3,0.55,0.313,0.57,1,11,Container,28.6,64.3,Detour,58,339,63.8,390,9880.0,0.67,70,104.84,17
ORD-03682,2024-11-04,11,0,4,0,AAC Blocks,Tier 1 (Large Manufacturer),Kerala,Tamil Nadu,757,310.0,14,0.05,0.2,0.75,0.68,0.7,0.88,0.02,0.533,1,35,Mini Truck,27.9,75.7,Moderate,53,184,92.8,442,17050.0,0.72,65,106.57,6
ORD-03683,2025-06-15,6,6,2,0,AAC Blocks,Tier 1 (Large Manufacturer),Uttar Pradesh,Madhya Pradesh,1561,704.0,18,0.7,0.2,0.55,0.58,0.5,0.88,0.235,0.522,1,4,Truck,36.0,69.8,Moderate,41,732,78.5,713,38720.0,0.56,53,95.55,18
ORD-03684,2023-02-16,2,3,1,0,Electrical Cable,Tier 1 (Large Manufacturer),Madhya Pradesh,Madhya Pradesh,166,37.0,18,0.0,0.1,0.55,0.55,0.5,0.88,0.086,0.496,0,0,Container,35.3,71.7,Moderate,36,866,79.4,404,81400.0,0.55,88,103.11,14
ORD-03685,2023-01-08,1,6,1,0,Electrical Cable,Tier 1 (Large Manufacturer),Odisha,West Bengal,979,74.0,21,0.0,0.1,0.62,0.5,0.8,0.88,0.128,0.537,1,13,Mini Truck,36.6,61.6,Moderate,57,559,67.2,365,162800.0,0.56,96,108.42,23
ORD-03686,2025-08-16,8,5,3,1,OPC Cement,Tier 2 (Regional Distributor),Tamil Nadu,Bihar,1221,24.6,10,0.85,0.7,0.45,0.75,0.7,0.72,0.317,0.748,1,15,Mini Truck,28.4,84.3,Detour,61,874,66.9,298,9348.0,0.6,95,115.05,24
ORD-03687,2025-11-14,11,4,4,0,OPC Cement,Tier 3 (Local Supplier),West Bengal,Jharkhand,649,30.4,7,0.05,0.7,0.42,0.62,0.7,0.55,0.451,0.552,0,0,Truck,30.8,84.4,Detour,37,323,83.3,645,11552.0,0.52,86,90.62,18
ORD-03688,2024-02-20,2,1,1,0,Plywood,Tier 3 (Local Supplier),Haryana,Odisha,360,699.0,8,0.0,0.8,0.5,0.71,0.8,0.55,0.353,0.506,0,0,Container,28.6,89.8,Moderate,53,394,93.0,919,66405.0,0.6,68,97.36,17
ORD-03689,2025-10-01,10,2,4,0,OPC Cement,Tier 3 (Local Supplier),Gujarat,West Bengal,1569,81.2,11,0.2,0.7,0.62,0.82,0.8,0.55,0.491,0.819,1,45,Trailer,36.8,76.0,Heavy,64,148,80.0,943,30856.0,0.72,73,86.11,15
ORD-03690,2023-03-24,3,4,1,0,Electrical Cable,Tier 2 (Regional Distributor),Madhya Pradesh,Jharkhand,389,349.0,18,0.0,0.1,0.42,0.55,0.7,0.72,0.154,0.773,1,11,Mini Truck,34.3,58.9,Heavy,67,213,63.0,531,767800.0,0.48,75,87.23,23
ORD-03691,2023-01-15,1,6,1,1,River Sand,Tier 2 (Regional Distributor),Madhya Pradesh,Maharashtra,417,11.4,8,0.0,0.9,0.78,0.55,0.8,0.72,0.222,0.75,1,8,Trailer,27.8,91.8,Heavy,61,182,77.4,781,20520.0,0.67,51,95.91,5
ORD-03692,2025-08-11,8,0,3,0,HDPE Pipes,Tier 1 (Large Manufacturer),Maharashtra,Karnataka,850,236.0,19,0.85,0.1,0.72,0.78,0.7,0.88,0.191,0.419,0,0,Trailer,29.3,56.5,Moderate,41,547,95.9,436,106200.0,0.75,97,94.66,4
ORD-03693,2024-08-23,8,4,3,0,Coarse Aggregate,Tier 1 (Large Manufacturer),Gujarat,Haryana,703,19.7,8,0.85,0.5,0.71,0.82,0.5,0.88,0.181,0.784,1,7,Container,25.3,41.1,Heavy,63,201,80.4,772,23640.0,0.76,55,105.58,10
ORD-03694,2023-11-29,11,2,4,0,OPC Cement,Tier 2 (Regional Distributor),Telangana,Maharashtra,1283,29.4,10,0.05,0.7,0.78,0.7,0.8,0.72,0.387,0.573,1,8,Container,22.4,93.6,Detour,53,299,93.9,615,11172.0,0.74,90,107.31,19
ORD-03695,2025-02-22,2,5,1,0,HDPE Pipes,Tier 2 (Regional Distributor),Jharkhand,West Bengal,1755,204.0,23,0.0,0.1,0.62,0.42,0.8,0.72,0.278,0.67,1,17,Trailer,24.9,90.9,Detour,56,231,63.1,975,91800.0,0.52,89,101.99,21
ORD-03696,2025-08-24,8,6,3,0,TMT Steel,Tier 2 (Regional Distributor),Odisha,West Bengal,1419,99.1,20,0.85,0.3,0.62,0.5,0.8,0.72,0.226,0.663,1,45,Trailer,38.2,60.0,Detour,40,167,84.1,601,6144200.0,0.56,53,106.85,9
ORD-03697,2023-08-31,8,3,3,0,Coarse Aggregate,Tier 3 (Local Supplier),Jharkhand,Haryana,543,58.3,7,0.85,0.5,0.71,0.42,0.5,0.55,0.42,0.705,1,45,Trailer,39.3,88.6,Detour,47,774,86.1,320,69960.0,0.56,57,91.74,23
ORD-03698,2023-10-18,10,2,4,0,OPC Cement,Tier 2 (Regional Distributor),Maharashtra,Punjab,911,48.4,8,0.2,0.7,0.74,0.78,0.5,0.72,0.332,0.759,1,9,Mini Truck,29.7,72.7,Heavy,51,211,81.3,951,18392.0,0.76,59,110.14,14
ORD-03699,2024-09-02,9,0,3,0,River Sand,Tier 2 (Regional Distributor),Tamil Nadu,Maharashtra,1422,51.9,13,0.6,0.9,0.78,0.75,0.8,0.72,0.264,0.639,1,37,Container,31.8,43.9,Detour,58,538,72.9,652,93420.0,0.77,89,104.24,17
ORD-03700,2024-03-21,3,3,1,0,Coarse Aggregate,Tier 2 (Regional Distributor),Maharashtra,Jharkhand,1304,14.9,11,0.0,0.5,0.42,0.78,0.7,0.72,0.223,0.736,1,43,Trailer,39.3,40.1,Detour,46,156,57.6,866,17880.0,0.6,83,100.53,13
ORD-03701,2023-11-17,11,4,4,0,Fly Ash Bricks,Tier 1 (Large Manufacturer),Punjab,Punjab,247,377.0,10,0.05,0.6,0.74,0.74,0.5,0.88,0.261,0.483,0,0,Mini Truck,21.4,48.4,Moderate,41,995,66.9,314,3016.0,0.74,65,100.93,24
ORD-03702,2024-03-30,3,5,1,1,Vitrified Tiles,Tier 1 (Large Manufacturer),Rajasthan,Madhya Pradesh,298,213.0,20,0.0,0.2,0.55,0.65,0.5,0.88,0.164,0.467,0,0,Trailer,32.7,38.5,Moderate,47,649,82.2,399,138450.0,0.6,56,105.26,20
ORD-03703,2024-03-27,3,2,1,1,TMT Steel,Tier 1 (Large Manufacturer),Rajasthan,Haryana,1131,21.8,18,0.0,0.3,0.71,0.65,0.5,0.88,0.068,0.401,0,0,Mini Truck,30.9,46.4,Moderate,43,703,77.3,713,1351600.0,0.68,58,83.72,8
ORD-03704,2023-06-02,6,4,2,0,TMT Steel,Tier 2 (Regional Distributor),Jharkhand,Gujarat,572,16.7,15,0.7,0.3,0.82,0.42,0.4,0.72,0.221,0.557,1,4,Mini Truck,36.4,36.8,Detour,37,211,62.5,517,1035400.0,0.62,75,95.66,18
ORD-03705,2025-01-24,1,4,1,0,OPC Cement,Tier 2 (Regional Distributor),West Bengal,Punjab,772,13.8,7,0.0,0.7,0.74,0.62,0.5,0.72,0.329,0.519,1,9,Trailer,29.1,89.3,Moderate,45,585,77.2,503,5244.0,0.68,57,98.03,18
ORD-03706,2025-03-05,3,2,1,0,Paint,Tier 2 (Regional Distributor),Bihar,Punjab,271,3531.0,5,0.0,0.1,0.74,0.45,0.5,0.72,0.244,0.408,0,0,Truck,23.6,91.6,Moderate,50,260,85.4,779,988680.0,0.59,77,96.84,22
ORD-03707,2024-11-06,11,2,4,0,Coarse Aggregate,Tier 2 (Regional Distributor),Madhya Pradesh,Tamil Nadu,1306,83.7,11,0.05,0.5,0.75,0.55,0.7,0.72,0.279,0.467,0,0,Mini Truck,19.7,44.6,Moderate,40,534,79.1,427,100440.0,0.65,78,87.48,4
ORD-03708,2023-02-04,2,5,1,0,OPC Cement,Tier 2 (Regional Distributor),Haryana,West Bengal,1769,25.8,12,0.0,0.7,0.62,0.71,0.8,0.72,0.277,0.407,0,0,Container,20.4,73.8,Moderate,48,900,82.4,936,9804.0,0.67,84,82.91,4
ORD-03709,2023-11-15,11,2,4,0,Electrical Cable,Tier 3 (Local Supplier),Jharkhand,Odisha,873,957.0,21,0.05,0.1,0.5,0.42,0.8,0.55,0.383,0.71,1,12,Container,33.7,56.7,Detour,50,255,76.7,618,2105400.0,0.46,82,110.17,10
ORD-03710,2023-09-08,9,4,3,0,AAC Blocks,Tier 2 (Regional Distributor),Gujarat,Madhya Pradesh,1051,48.0,16,0.6,0.2,0.55,0.82,0.5,0.72,0.256,0.411,0,0,Trailer,18.8,69.5,Moderate,48,425,97.4,945,2640.0,0.69,58,79.63,18
ORD-03711,2023-08-16,8,2,3,1,River Sand,Tier 3 (Local Supplier),Odisha,Tamil Nadu,1102,34.4,11,0.85,0.9,0.75,0.5,0.7,0.55,0.49,0.857,1,31,Container,34.5,82.4,Heavy,65,678,55.9,695,61920.0,0.62,63,97.2,13
ORD-03712,2024-11-05,11,1,4,0,OPC Cement,Tier 1 (Large Manufacturer),Gujarat,Telangana,622,16.1,7,0.05,0.7,0.7,0.82,0.6,0.88,0.051,0.455,0,0,Trailer,27.8,60.3,Moderate,46,817,73.5,189,6118.0,0.76,84,105.0,16
ORD-03713,2025-10-16,10,3,4,0,HDPE Pipes,Tier 1 (Large Manufacturer),Uttar Pradesh,Uttar Pradesh,122,339.0,16,0.2,0.1,0.58,0.58,0.6,0.88,0.192,0.407,0,0,Trailer,21.5,94.3,Moderate,27,506,92.6,650,152550.0,0.58,74,88.58,7
ORD-03714,2023-04-04,4,1,2,0,Plywood,Tier 3 (Local Supplier),West Bengal,Karnataka,849,840.0,11,0.05,0.8,0.72,0.62,0.7,0.55,0.493,0.566,0,0,Truck,36.6,85.2,Detour,58,958,65.5,954,79800.0,0.67,70,88.03,13
ORD-03715,2023-02-08,2,2,1,0,River Sand,Tier 2 (Regional Distributor),Odisha,Rajasthan,1460,44.5,13,0.0,0.9,0.65,0.5,0.3,0.72,0.307,0.655,1,5,Container,28.6,92.5,Detour,66,406,68.6,143,80100.0,0.57,88,105.0,11
ORD-03716,2025-01-27,1,0,1,0,Fly Ash Bricks,Tier 2 (Regional Distributor),Odisha,West Bengal,649,988.0,12,0.0,0.6,0.62,0.5,0.8,0.72,0.269,0.398,0,0,Container,37.7,62.7,Moderate,51,758,88.6,497,7904.0,0.56,65,98.29,10
ORD-03717,2025-01-03,1,4,1,0,OPC Cement,Tier 2 (Regional Distributor),Tamil Nadu,Maharashtra,322,6.2,5,0.0,0.7,0.78,0.75,0.8,0.72,0.35,0.356,0,0,Container,30.9,51.0,Moderate,45,333,60.5,637,2356.0,0.77,99,96.9,18
ORD-03718,2025-10-21,10,1,4,1,Electrical Cable,Tier 1 (Large Manufacturer),Uttar Pradesh,Bihar,266,168.0,18,0.2,0.1,0.45,0.58,0.7,0.88,0.258,0.675,1,22,Trailer,18.3,85.3,Detour,57,649,98.0,436,369600.0,0.52,95,101.18,24
ORD-03719,2025-09-11,9,3,3,0,HDPE Pipes,Tier 3 (Local Supplier),Odisha,Gujarat,1250,416.0,21,0.6,0.1,0.82,0.5,0.4,0.55,0.214,0.478,0,0,Container,27.6,82.8,Moderate,47,713,86.7,444,187200.0,0.66,55,116.17,17
ORD-03720,2023-05-06,5,5,2,0,Coarse Aggregate,Tier 1 (Large Manufacturer),West Bengal,Uttar Pradesh,310,72.8,6,0.15,0.5,0.58,0.62,0.6,0.88,0.176,0.571,1,2,Trailer,32.8,44.8,Detour,70,392,91.9,598,87360.0,0.6,88,116.77,7
ORD-03721,2025-12-21,12,6,4,0,TMT Steel,Tier 1 (Large Manufacturer),Haryana,West Bengal,1608,41.8,21,0.0,0.3,0.62,0.71,0.8,0.88,0.074,0.496,1,20,Trailer,38.6,60.4,Moderate,30,280,63.5,476,2591600.0,0.67,74,106.87,10
ORD-03722,2024-09-09,9,0,3,0,HDPE Pipes,Tier 2 (Regional Distributor),Punjab,West Bengal,933,941.0,19,0.6,0.1,0.62,0.74,0.8,0.72,0.326,0.497,1,6,Truck,34.4,72.2,Moderate,47,661,81.1,171,423450.0,0.68,54,98.64,20
ORD-03723,2023-11-28,11,1,4,0,Vitrified Tiles,Tier 1 (Large Manufacturer),Uttar Pradesh,Rajasthan,1270,365.0,25,0.05,0.2,0.65,0.58,0.3,0.88,0.048,0.48,1,15,Container,34.1,53.5,Moderate,35,679,66.2,538,237250.0,0.61,92,96.34,3
ORD-03724,2025-04-04,4,4,2,0,River Sand,Tier 2 (Regional Distributor),Karnataka,Madhya Pradesh,160,7.1,7,0.05,0.9,0.55,0.72,0.5,0.72,0.38,0.565,1,19,Trailer,38.8,35.8,Detour,39,814,82.3,335,12780.0,0.64,64,91.42,1
ORD-03725,2025-07-07,7,0,3,0,Structural Steel,Tier 2 (Regional Distributor),Rajasthan,Karnataka,1278,51.5,26,0.9,0.2,0.72,0.65,0.7,0.72,0.293,0.467,0,0,Mini Truck,32.7,58.7,Moderate,40,608,94.0,420,3862500.0,0.69,81,106.57,21
ORD-03726,2025-02-11,2,1,1,0,Plywood,Tier 1 (Large Manufacturer),Karnataka,West Bengal,1230,195.0,13,0.0,0.8,0.62,0.72,0.8,0.88,0.203,0.558,0,0,Mini Truck,24.4,72.7,Detour,53,790,70.4,695,18525.0,0.67,65,88.35,4
ORD-03727,2024-02-27,2,1,1,0,AAC Blocks,Tier 1 (Large Manufacturer),Punjab,Madhya Pradesh,319,948.0,12,0.0,0.2,0.55,0.74,0.5,0.88,0.267,0.651,1,9,Container,31.9,93.8,Detour,50,222,64.0,620,52140.0,0.65,70,116.09,19
ORD-03728,2023-10-11,10,2,4,0,AAC Blocks,Tier 3 (Local Supplier),Karnataka,Gujarat,1057,335.0,16,0.2,0.2,0.82,0.72,0.4,0.55,0.487,0.747,1,5,Container,39.7,36.8,Detour,49,208,73.8,753,18425.0,0.77,97,88.99,17
ORD-03729,2025-08-31,8,6,3,0,Vitrified Tiles,Tier 1 (Large Manufacturer),Bihar,Haryana,1570,431.0,26,0.85,0.2,0.71,0.45,0.5,0.88,0.047,0.531,1,11,Mini Truck,25.9,60.6,Moderate,63,937,96.9,754,280150.0,0.58,84,94.99,6
ORD-03730,2025-11-24,11,0,4,0,HDPE Pipes,Tier 2 (Regional Distributor),Telangana,Kerala,601,1468.0,18,0.05,0.1,0.68,0.7,0.95,0.72,0.316,0.451,0,0,Truck,20.1,82.2,Moderate,43,875,97.1,122,660600.0,0.69,72,81.62,14
ORD-03731,2024-11-16,11,5,4,0,AAC Blocks,Tier 1 (Large Manufacturer),Rajasthan,Maharashtra,1429,233.0,18,0.05,0.2,0.78,0.65,0.8,0.88,0.23,0.641,1,4,Trailer,33.8,65.2,Detour,54,131,78.3,192,12815.0,0.72,89,98.27,10
ORD-03732,2025-12-10,12,2,4,0,Vitrified Tiles,Tier 1 (Large Manufacturer),West Bengal,Gujarat,1093,422.0,24,0.0,0.2,0.82,0.62,0.4,0.88,0.072,0.454,0,0,Container,32.9,54.0,Moderate,36,282,74.4,195,274300.0,0.72,68,89.58,14
ORD-03733,2024-11-01,11,4,4,0,Vitrified Tiles,Tier 2 (Regional Distributor),Bihar,Rajasthan,1202,717.0,25,0.05,0.2,0.65,0.45,0.3,0.72,0.461,0.518,1,39,Mini Truck,33.9,62.2,Moderate,37,669,86.7,328,466050.0,0.55,80,101.08,21
ORD-03734,2024-10-20,10,6,4,1,Structural Steel,Tier 2 (Regional Distributor),Maharashtra,Punjab,267,16.6,21,0.2,0.2,0.74,0.78,0.5,0.72,0.283,0.508,0,0,Container,20.7,76.5,Moderate,51,448,60.2,450,1245000.0,0.76,93,112.28,6
ORD-03735,2025-08-06,8,2,3,0,Electrical Cable,Tier 3 (Local Supplier),Uttar Pradesh,Uttar Pradesh,228,90.0,18,0.85,0.1,0.58,0.58,0.6,0.55,0.418,0.564,1,15,Trailer,25.6,67.4,Detour,51,718,62.6,530,198000.0,0.58,57,96.16,10
ORD-03736,2023-06-07,6,2,2,0,Vitrified Tiles,Tier 3 (Local Supplier),Jharkhand,Maharashtra,1697,410.0,27,0.7,0.2,0.78,0.42,0.8,0.55,0.443,0.681,1,8,Truck,31.3,37.9,Detour,44,268,86.7,958,266500.0,0.6,52,91.99,9
ORD-03737,2025-12-15,12,0,4,0,Fly Ash Bricks,Tier 1 (Large Manufacturer),Jharkhand,Karnataka,1344,290.0,15,0.0,0.6,0.72,0.42,0.7,0.88,0.183,0.431,0,0,Container,30.3,77.1,Moderate,42,919,94.3,959,2320.0,0.57,97,112.39,18
ORD-03738,2025-04-04,4,4,2,0,Paint,Tier 1 (Large Manufacturer),West Bengal,Punjab,305,367.0,5,0.05,0.1,0.74,0.62,0.5,0.88,0.115,0.325,0,0,Truck,21.5,76.4,Clear,36,736,76.5,120,102760.0,0.68,98,95.37,11
ORD-03739,2023-12-27,12,2,4,1,River Sand,Tier 3 (Local Supplier),Karnataka,West Bengal,1697,46.1,14,0.0,0.9,0.62,0.72,0.8,0.55,0.451,0.58,1,2,Mini Truck,26.6,90.3,Detour,37,600,57.3,118,82980.0,0.67,62,97.78,19
ORD-03740,2023-06-03,6,5,2,0,Electrical Cable,Tier 2 (Regional Distributor),Kerala,Haryana,1761,454.0,25,0.7,0.1,0.71,0.68,0.5,0.72,0.285,0.38,0,0,Container,26.3,49.7,Moderate,42,970,73.0,701,998800.0,0.7,62,98.7,24
ORD-03741,2023-09-05,9,1,3,0,Electrical Cable,Tier 1 (Large Manufacturer),Bihar,Karnataka,1498,954.0,24,0.6,0.1,0.72,0.45,0.7,0.88,0.02,0.519,0,0,Mini Truck,35.2,64.7,Moderate,43,595,66.5,133,2098800.0,0.58,83,113.69,21
ORD-03742,2023-11-19,11,6,4,0,Vitrified Tiles,Tier 3 (Local Supplier),Uttar Pradesh,Tamil Nadu,298,1503.0,20,0.05,0.2,0.75,0.58,0.7,0.55,0.448,0.499,0,0,Trailer,38.6,50.6,Moderate,46,941,58.5,937,976950.0,0.67,96,106.54,2
ORD-03743,2025-04-07,4,0,2,0,Vitrified Tiles,Tier 3 (Local Supplier),Gujarat,Maharashtra,1267,348.0,25,0.05,0.2,0.78,0.82,0.8,0.55,0.473,0.391,0,0,Trailer,21.2,46.1,Moderate,29,653,73.2,684,226200.0,0.8,66,88.08,9
ORD-03744,2023-08-01,8,1,3,0,Structural Steel,Tier 3 (Local Supplier),Maharashtra,Gujarat,1102,26.8,25,0.85,0.2,0.82,0.78,0.4,0.55,0.52,0.429,0,0,Truck,37.8,47.3,Moderate,32,678,66.8,529,2010000.0,0.8,81,105.47,14
ORD-03745,2024-01-05,1,4,1,0,Paint,Tier 2 (Regional Distributor),Telangana,Odisha,1091,922.0,9,0.0,0.1,0.5,0.7,0.8,0.72,0.172,0.412,0,0,Mini Truck,18.4,52.0,Moderate,40,955,87.5,291,258160.0,0.6,86,105.13,7
ORD-03746,2024-06-29,6,5,2,0,River Sand,Tier 3 (Local Supplier),Bihar,Rajasthan,1403,19.8,13,0.7,0.9,0.65,0.45,0.3,0.55,0.455,0.645,1,22,Container,27.6,36.2,Detour,53,681,56.1,866,35640.0,0.55,76,89.63,2
ORD-03747,2023-05-05,5,4,2,0,Structural Steel,Tier 3 (Local Supplier),Maharashtra,Jharkhand,650,89.8,23,0.15,0.2,0.42,0.78,0.7,0.55,0.375,0.698,1,1,Mini Truck,23.4,58.5,Detour,47,187,62.9,927,6735000.0,0.6,77,92.95,17
ORD-03748,2023-02-09,2,3,1,0,Coarse Aggregate,Tier 1 (Large Manufacturer),Bihar,Haryana,1765,21.8,13,0.0,0.5,0.71,0.45,0.5,0.88,0.21,0.541,1,2,Truck,39.4,81.9,Moderate,46,303,86.4,157,26160.0,0.58,62,111.2,16
ORD-03749,2023-03-22,3,2,1,0,AAC Blocks,Tier 3 (Local Supplier),Maharashtra,Maharashtra,164,251.0,12,0.0,0.2,0.78,0.78,0.8,0.55,0.434,0.409,0,0,Trailer,26.5,59.7,Moderate,37,919,55.2,885,13805.0,0.78,67,100.99,8
ORD-03750,2024-03-03,3,6,1,0,River Sand,Tier 2 (Regional Distributor),Jharkhand,West Bengal,1349,53.7,12,0.0,0.9,0.62,0.42,0.8,0.72,0.45,0.497,0,0,Truck,31.8,65.6,Moderate,48,453,92.8,136,96660.0,0.52,64,97.64,2
ORD-03751,2024-07-26,7,4,3,0,Structural Steel,Tier 3 (Local Supplier),Gujarat,Jharkhand,1384,23.2,26,0.9,0.2,0.42,0.82,0.7,0.55,0.394,0.658,1,8,Mini Truck,39.6,41.7,Detour,53,755,93.9,640,1740000.0,0.62,87,93.48,4
ORD-03752,2025-06-21,6,5,2,0,River Sand,Tier 3 (Local Supplier),Rajasthan,Odisha,1171,22.1,11,0.7,0.9,0.5,0.65,0.8,0.55,0.583,0.896,1,1,Container,38.5,35.5,Heavy,53,138,90.6,305,39780.0,0.57,81,125.78,17
ORD-03753,2024-05-09,5,3,2,0,HDPE Pipes,Tier 1 (Large Manufacturer),Madhya Pradesh,Gujarat,1470,427.0,22,0.15,0.1,0.82,0.55,0.4,0.88,0.158,0.479,1,1,Mini Truck,28.5,54.2,Moderate,40,749,74.8,839,192150.0,0.69,99,83.26,11
ORD-03754,2024-10-27,10,6,4,1,Fly Ash Bricks,Tier 1 (Large Manufacturer),Karnataka,Haryana,800,33.0,13,0.2,0.6,0.71,0.72,0.5,0.88,0.115,0.459,0,0,Trailer,24.7,53.6,Moderate,47,600,75.8,457,264.0,0.71,99,84.16,3
ORD-03755,2024-10-27,10,6,4,1,OPC Cement,Tier 3 (Local Supplier),Telangana,Gujarat,1486,39.2,11,0.2,0.7,0.82,0.7,0.4,0.55,0.442,0.466,0,0,Truck,26.9,74.8,Moderate,51,999,71.8,200,14896.0,0.76,90,95.39,4
ORD-03756,2023-11-20,11,0,4,0,Electrical Cable,Tier 1 (Large Manufacturer),Madhya Pradesh,Jharkhand,536,674.0,19,0.05,0.1,0.42,0.55,0.7,0.88,0.061,0.602,1,3,Mini Truck,23.5,85.0,Detour,49,176,77.4,136,1482800.0,0.48,79,94.57,2
ORD-03757,2023-08-30,8,2,3,0,Structural Steel,Tier 1 (Large Manufacturer),Uttar Pradesh,Kerala,1244,24.6,26,0.85,0.2,0.68,0.58,0.95,0.88,0.183,0.467,0,0,Mini Truck,24.8,78.3,Moderate,46,638,94.0,980,1845000.0,0.63,71,106.52,20
ORD-03758,2025-05-29,5,3,2,0,TMT Steel,Tier 1 (Large Manufacturer),Jharkhand,Bihar,775,36.1,16,0.15,0.3,0.45,0.42,0.7,0.88,0.126,0.631,1,20,Container,28.6,87.8,Detour,44,274,95.2,778,2238200.0,0.43,71,107.6,12
ORD-03759,2024-11-09,11,5,4,0,River Sand,Tier 2 (Regional Distributor),Jharkhand,Karnataka,488,16.2,8,0.05,0.9,0.72,0.42,0.7,0.72,0.336,0.545,0,0,Trailer,19.4,92.6,Moderate,33,805,80.3,855,29160.0,0.57,99,96.17,13
ORD-03760,2024-02-25,2,6,1,0,Vitrified Tiles,Tier 2 (Regional Distributor),Rajasthan,Telangana,1364,148.0,25,0.0,0.2,0.7,0.65,0.6,0.72,0.357,0.493,0,0,Trailer,28.2,73.8,Moderate,45,778,82.6,999,96200.0,0.68,86,103.64,14
ORD-03761,2023-01-02,1,0,1,0,HDPE Pipes,Tier 3 (Local Supplier),Bihar,Rajasthan,1143,397.0,20,0.0,0.1,0.65,0.45,0.3,0.55,0.452,0.482,1,29,Mini Truck,30.5,41.8,Moderate,34,969,84.9,402,178650.0,0.55,56,90.3,23
ORD-03762,2025-10-11,10,5,4,0,AAC Blocks,Tier 2 (Regional Distributor),Jharkhand,Jharkhand,225,532.0,12,0.2,0.2,0.42,0.42,0.7,0.72,0.407,0.506,1,9,Mini Truck,31.2,36.2,Moderate,47,586,92.4,102,29260.0,0.42,92,116.55,8
ORD-03763,2023-01-21,1,5,1,0,Plywood,Tier 3 (Local Supplier),Haryana,Tamil Nadu,1347,158.0,13,0.0,0.8,0.75,0.71,0.7,0.55,0.273,0.688,1,19,Truck,20.0,54.4,Detour,57,193,88.9,136,15010.0,0.73,70,88.42,12
ORD-03764,2023-12-06,12,2,4,0,River Sand,Tier 1 (Large Manufacturer),Haryana,Uttar Pradesh,1328,33.1,12,0.0,0.9,0.58,0.71,0.6,0.88,0.217,0.696,1,45,Trailer,29.6,90.8,Detour,49,232,73.8,390,59580.0,0.65,91,105.69,15
ORD-03765,2024-05-02,5,3,2,0,Vitrified Tiles,Tier 1 (Large Manufacturer),Rajasthan,Rajasthan,96,1270.0,20,0.15,0.2,0.65,0.65,0.3,0.88,0.235,0.461,0,0,Mini Truck,28.4,59.5,Moderate,28,874,80.1,231,825500.0,0.65,91,103.67,21
ORD-03766,2023-12-22,12,4,4,0,River Sand,Tier 2 (Regional Distributor),Gujarat,Gujarat,186,21.1,7,0.0,0.9,0.82,0.82,0.4,0.72,0.3,0.374,0,0,Truck,20.3,84.8,Moderate,32,559,60.0,322,37980.0,0.82,50,99.36,11
ORD-03767,2023-12-10,12,6,4,0,Coarse Aggregate,Tier 2 (Regional Distributor),Tamil Nadu,Maharashtra,815,39.4,9,0.0,0.5,0.78,0.75,0.8,0.72,0.264,0.496,0,0,Truck,18.6,57.9,Moderate,34,852,59.9,902,47280.0,0.77,82,105.65,5
